ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,POSIZIONE_ATS,CODICE_EROGATORE,DESCRIZIONE_EROGATORE,DESCRIZIONE_TIPOLOGIA_EROGATORE,DESCRIZIONE_TIPO_ENTE,CODICE_BRANCA,DESCRIZIONE_BRANCA,DESCRIZIONE_MACRO_TIPO,PRESTAZIONI_TOT
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",321,ATS DELLA CITTA' METROPOLITANA DI MILANO,PRIVATO,ATS,132,DIALISI,ATTIVITA CLINICA,34120
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PUBBLICO,ATS,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,1
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",935,S. RAFFAELE- MI,PRIVATO,IRCCS PRIVATO,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,9956
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,36310
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",941,ISTITUTO EUROPEO DI ONCOLOGIA,PRIVATO,IRCCS PRIVATO,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,63
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,133,DIALISI IN REGIME DI RICOVERO,ATTIVITA CLINICA,470
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",920,INRCA CENTRO PER LE BRONC. - CASATENOVO,PUBBLICO,IRCCS PUBBLICO,21,CARDIOLOGIA,ATTIVITA CLINICA,6177
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",327,ATS DELLA VAL PADANA,PRIVATO,ATS,121,MEDICINA FISICA E RIABILITAZIONE,ATTIVITA CLINICA,281724
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",709,ASST DI LODI,PUBBLICO,ASST,41,CHIRURGIA PLASTICA,ATTIVITA CLINICA,3819
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",326,ATS DI BRESCIA,PRIVATO,ATS,251,UROLOGIA,ATTIVITA CLINICA,16711
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",321,ATS DELLA CITTA' METROPOLITANA DI MILANO,PRIVATO,ATS,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,1734881
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",707,ASST NORD MILANO,PUBBLICO,ASST,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,16560
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",722,ASST DELLA FRANCIACORTA,PUBBLICO,ASST,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,17002
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,151,NEUROLOGIA,ATTIVITA CLINICA,10136
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",943,ISTITUTO CLINICO HUMANITAS - ROZZANO,PRIVATO,IRCCS PRIVATO,41,CHIRURGIA PLASTICA,ATTIVITA CLINICA,3977
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,251,UROLOGIA,ATTIVITA CLINICA,8601
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,3789
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",948,MULTIMEDICA HOLDING SPA-SESTO S.G.,PRIVATO,IRCCS PRIVATO,91,ENDOCRINOLOGIA,ATTIVITA CLINICA,5560
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,82,DIAGNOSTICA PER IMMAGINI: INTERVENTISTICA,DIAGNOSTICA PER IMMAGINI,221
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",724,ASST DI CREMONA,PUBBLICO,ASST,BIC,BIC,BIC,2958
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",716,ASST DI MONZA,PUBBLICO,ASST,111,ANATOMIA ISTOLOGIA PATOLOGICA-GENETICA,LABORATORIO,82872
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,271,NEUROPSICHIATRIA INFANTILE,ATTIVITA CLINICA,25326
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",324,ATS DELLA BRIANZA,PRIVATO,ATS,221,PNEUMOLOGIA,ATTIVITA CLINICA,24298
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,261,ALTRO IN GENERE,ATTIVITA CLINICA,23059
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,231,PSICHIATRIA,ATTIVITA CLINICA,2941
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,12932
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",722,ASST DELLA FRANCIACORTA,PUBBLICO,ASST,171,ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE,ATTIVITA CLINICA,9020
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,132,DIALISI,ATTIVITA CLINICA,40235
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,261,ALTRO IN GENERE,MAC,1698
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",933,FOND.CL.LAV.-PV-RRF CASTELGOFFREDO,PRIVATO,IRCCS PRIVATO,151,NEUROLOGIA,ATTIVITA CLINICA,2234
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",703,ASST FATEBENEFRATELLI SACCO,PUBBLICO,ASST,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,28580
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,PUBBLICO,ASST,141,NEUROCHIRURGIA,ATTIVITA CLINICA,120
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,101,GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA,ATTIVITA CLINICA,21977
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,251,UROLOGIA,ATTIVITA CLINICA,20132
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",717,ASST DI VIMERCATE,PUBBLICO,ASST,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,71969
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",717,ASST DI VIMERCATE,PUBBLICO,ASST,221,PNEUMOLOGIA,ATTIVITA CLINICA,14893
2014,30,REGIONE LOMBARDIA,,,,,,PUBBLICO,,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,876954
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",947,ISTITUTO POLICLINICO SAN DONATO MILANESE,PRIVATO,IRCCS PRIVATO,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,14645
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,29110
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",702,ASST SANTI PAOLO E CARLO,PUBBLICO,ASST,114,MICROBIOLOGIA-VIROLOGIA,LABORATORIO,87301
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,PUBBLICO,ASST,21,CARDIOLOGIA,ATTIVITA CLINICA,124138
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,115,LABORATORIO IN GENERE,LABORATORIO,240793
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,171,ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE,ATTIVITA CLINICA,39172
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",930,FONDAZIONE CLINICA DEL LAVORO - TRADATE,PRIVATO,IRCCS PRIVATO,21,CARDIOLOGIA,ATTIVITA CLINICA,12523
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",948,MULTIMEDICA HOLDING SPA-SESTO S.G.,PRIVATO,IRCCS PRIVATO,132,DIALISI,ATTIVITA CLINICA,23441
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",702,ASST SANTI PAOLO E CARLO,PUBBLICO,ASST,263,CONSULTO COMPLESSIVO,ATTIVITA CLINICA,226
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",943,ISTITUTO CLINICO HUMANITAS - ROZZANO,PRIVATO,IRCCS PRIVATO,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,10322
2016,30,REGIONE LOMBARDIA,,,,,,PRIVATO,,81,DIAGNOSTICA PER IMMAGINI: RADIOLOGIA DIAGNOSTICA,DIAGNOSTICA PER IMMAGINI,2000307
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,251,UROLOGIA,ATTIVITA CLINICA,4378
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,171,ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE,ATTIVITA CLINICA,69778
2014,30,REGIONE LOMBARDIA,,,,,,PRIVATO,,11,ANESTESIA,ATTIVITA CLINICA,882858
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",717,ASST DI VIMERCATE,PUBBLICO,ASST,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,2053
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",947,ISTITUTO POLICLINICO SAN DONATO MILANESE,PRIVATO,IRCCS PRIVATO,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,28633
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,BIC,BIC,BIC,3275
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,11978
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,131,NEFROLOGIA,ATTIVITA CLINICA,35900
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",920,INRCA CENTRO PER LE BRONC. - CASATENOVO,PUBBLICO,IRCCS PUBBLICO,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,22
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",937,PRO JOVENTUDE DON C. GNOCCHI - MI,PRIVATO,IRCCS PRIVATO,221,PNEUMOLOGIA,ATTIVITA CLINICA,5694
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",938,FOND. CLINICA DEL LAVORO - PAVIA,PRIVATO,IRCCS PRIVATO,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,195
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",328,ATS DI PAVIA,PRIVATO,ATS,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,5840
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,271,NEUROPSICHIATRIA INFANTILE,ATTIVITA CLINICA,26233
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",925,IRCCS OSPEDALE POLICLINICO DI MILANO,PUBBLICO,IRCCS PUBBLICO,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,1824
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,19580
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,4196
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",703,ASST FATEBENEFRATELLI SACCO,PUBBLICO,ASST,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,31689
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",717,ASST DI VIMERCATE,PUBBLICO,ASST,41,CHIRURGIA PLASTICA,ATTIVITA CLINICA,1041
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,11,ANESTESIA,ATTIVITA CLINICA,21793
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",712,ASST LARIANA,PUBBLICO,ASST,151,NEUROLOGIA,ATTIVITA CLINICA,17236
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",935,S. RAFFAELE- MI,PRIVATO,IRCCS PRIVATO,221,PNEUMOLOGIA,ATTIVITA CLINICA,5617
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,112,CHIMICA CLINICA,LABORATORIO,786891
2016,30,REGIONE LOMBARDIA,,,,,,PUBBLICO,,201,OSTETRICIA E GINECOLOGIA,ATTIVITA CLINICA,685964
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",715,ASST DI LECCO,PUBBLICO,ASST,114,MICROBIOLOGIA-VIROLOGIA,LABORATORIO,98140
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",937,PRO JOVENTUDE DON C. GNOCCHI - MI,PRIVATO,IRCCS PRIVATO,221,PNEUMOLOGIA,ATTIVITA CLINICA,4211
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,264,VISITA DI CONTROLLO,ATTIVITA CLINICA,116171
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",946,ISTITUTO ORTOPEDICO GALEAZZI SPA,PRIVATO,IRCCS PRIVATO,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,28972
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,PUBBLICO,ASST,221,PNEUMOLOGIA,ATTIVITA CLINICA,29624
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",707,ASST NORD MILANO,PUBBLICO,ASST,61,DERMOSIFILOPATIA,ATTIVITA CLINICA,100266
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",941,ISTITUTO EUROPEO DI ONCOLOGIA,PRIVATO,IRCCS PRIVATO,181,ONCOLOGIA,ATTIVITA CLINICA,28426
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,51,CHIRURGIA VASCOLARE  - ANGIOLOGIA,ATTIVITA CLINICA,8953
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,82,DIAGNOSTICA PER IMMAGINI: INTERVENTISTICA,DIAGNOSTICA PER IMMAGINI,148
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",707,ASST NORD MILANO,PUBBLICO,ASST,191,ORTOPEDIA E TRAUMATOLOGIA,ATTIVITA CLINICA,51688
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",717,ASST DI VIMERCATE,PUBBLICO,ASST,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,3655
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,83,DIAGNOSTICA PER IMMAGINI: ECOGRAFIA,DIAGNOSTICA PER IMMAGINI,17244
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",324,ATS DELLA BRIANZA,PRIVATO,ATS,211,OTORINOLARINGOIATRIA,ATTIVITA CLINICA,23079
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",717,ASST DI VIMERCATE,PUBBLICO,ASST,31,CHIRURGIA GENERALE,ATTIVITA CLINICA,9574
2016,30,REGIONE LOMBARDIA,,,,,,PUBBLICO,,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,380782
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,"(45.65171815, 10.25368782)",723,ASST DEL GARDA,PUBBLICO,ASST,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,342336
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",941,ISTITUTO EUROPEO DI ONCOLOGIA,PRIVATO,IRCCS PRIVATO,221,PNEUMOLOGIA,ATTIVITA CLINICA,628
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",947,ISTITUTO POLICLINICO SAN DONATO MILANESE,PRIVATO,IRCCS PRIVATO,161,OCULISTICA,ATTIVITA CLINICA,6075
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",324,ATS DELLA BRIANZA,PRIVATO,ATS,181,ONCOLOGIA,ATTIVITA CLINICA,28111
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",702,ASST SANTI PAOLO E CARLO,PUBBLICO,ASST,132,DIALISI,ATTIVITA CLINICA,58875
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,"(45.69919245, 9.298423314)",717,ASST DI VIMERCATE,PUBBLICO,ASST,112,CHIMICA CLINICA,LABORATORIO,853643
2014,328,ATS DI PAVIA,9.14034225,45.20086141,"(45.20086141, 9.14034225)",924,POLICLINICO S. MATTEO - PV,PUBBLICO,IRCCS PUBBLICO,121,MEDICINA FISICA E RIABILITAZIONE,ATTIVITA CLINICA,34648
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,115,LABORATORIO IN GENERE,LABORATORIO,144911
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",708,ASST MELEGNANO E DELLA MARTESANA,PUBBLICO,ASST,171,ODONTOSTOMATOLOGIA - CHIRURGIA MAXILLO FACCIALE,ATTIVITA CLINICA,56127
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",946,ISTITUTO ORTOPEDICO GALEAZZI SPA,PRIVATO,IRCCS PRIVATO,85,DIAGNOSTICA PER IMMAGINI: TAC,DIAGNOSTICA PER IMMAGINI,4319
2013,30,REGIONE LOMBARDIA,,,,,,PRIVATO,,11,ANESTESIA,ATTIVITA CLINICA,904187
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,161,OCULISTICA,ATTIVITA CLINICA,58795
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",704,ASST CENTRO SPECIALISTICO ORTOPEDICO TRAUMATOLOGICO GAETANO PINI/CTO,PUBBLICO,ASST,112,CHIMICA CLINICA,LABORATORIO,54288
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",710,ASST DEI SETTE LAGHI,PUBBLICO,ASST,71,DIAGNOSTICA PER IMMAGINI: MEDICINA NUCLEARE,DIAGNOSTICA PER IMMAGINI,20241
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",922,ISTITUTO NAZIONALE DEI TUMORI- MI,PUBBLICO,IRCCS PUBBLICO,131,NEFROLOGIA,ATTIVITA CLINICA,6525
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",707,ASST NORD MILANO,PUBBLICO,ASST,113,IMMUNOEMATOLOGIA-TRASFUSIONALE,LABORATORIO,348436
2014,30,REGIONE LOMBARDIA,,,,,,PRIVATO,,21,CARDIOLOGIA,ATTIVITA CLINICA,2031088
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",725,ASST DI MANTOVA,PUBBLICO,ASST,133,DIALISI IN REGIME DI RICOVERO,ATTIVITA CLINICA,1485
2013,30,REGIONE LOMBARDIA,,,,,,PRIVATO,,141,NEUROCHIRURGIA,ATTIVITA CLINICA,3635
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",706,ASST RHODENSE,PUBBLICO,ASST,231,PSICHIATRIA,ATTIVITA CLINICA,13843
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",948,MULTIMEDICA HOLDING SPA-SESTO S.G.,PRIVATO,IRCCS PRIVATO,101,GASTROENTEROLOGIA - CHIRURGIA ED ENDOSCOPIA DIGESTIVA,ATTIVITA CLINICA,2880
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",726,ASST DI CREMA,PUBBLICO,ASST,141,NEUROCHIRURGIA,ATTIVITA CLINICA,595
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",946,ISTITUTO ORTOPEDICO GALEAZZI SPA,PRIVATO,IRCCS PRIVATO,261,ALTRO IN GENERE,ATTIVITA CLINICA,1491
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,"(45.1439181, 10.02604335)",327,ATS DELLA VAL PADANA,PRIVATO,ATS,161,OCULISTICA,ATTIVITA CLINICA,85636
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",322,ATS DELL'INSUBRIA,PRIVATO,ATS,21,CARDIOLOGIA,ATTIVITA CLINICA,247348
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,"(45.44410928, 9.198811423)",923,ISTITUTO NEUROLOGICO BESTA - MI,PUBBLICO,IRCCS PUBBLICO,11,ANESTESIA,ATTIVITA CLINICA,120
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,"(45.80802245, 8.837196022)",711,ASST DELLA VALLE OLONA,PUBBLICO,ASST,131,NEFROLOGIA,ATTIVITA CLINICA,45914
