ANNO,PROVINCIA,GENERE,GRUPPO CAUSA DI MORTE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2012,CREMONA,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,10.0131151,45.13644491,2,"(45.13644491, 10.0131151)"
2015,SONDRIO,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,9.879429303,46.1707552,46,"(46.1707552, 9.879429303)"
2014,ITALIA,M,Malattie del sistema circolatorio,altre malattie del cuore,,,20816,
2015,BRESCIA,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,10.18167955,45.51939749,14,"(45.51939749, 10.18167955)"
2013,BRESCIA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,10.18167955,45.51939749,34,"(45.51939749, 10.18167955)"
2015,BERGAMO,F,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,9.63853045,45.68012929,7,"(45.68012929, 9.63853045)"
2012,PAVIA,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.14034225,45.18407925,9,"(45.18407925, 9.14034225)"
2015,MANTOVA,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,10.77086348,45.14135331,147,"(45.14135331, 10.77086348)"
2012,REGIONE LOMBARDIA,F,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,,,1400,
2015,MILANO,F,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,9.18951,45.46427,275,"(45.46427, 9.18951)"
2012,MANTOVA,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2014,BRESCIA,F,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,10.18167955,45.51939749,1,"(45.51939749, 10.18167955)"
2013,CREMONA,M,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,10.0131151,45.13644491,4,"(45.13644491, 10.0131151)"
2015,BRESCIA,F,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",10.18167955,45.51939749,2,"(45.51939749, 10.18167955)"
2015,SONDRIO,F,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.879429303,46.1707552,83,"(46.1707552, 9.879429303)"
2013,LODI,M,Malattie del sistema respiratorio,influenza,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2013,COMO,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,9.039360974,45.80216962,17,"(45.80216962, 9.039360974)"
2014,BERGAMO,M,Malattie del sistema respiratorio,polmonite,9.63853045,45.68012929,74,"(45.68012929, 9.63853045)"
2013,SONDRIO,M,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,9.879429303,46.1707552,1,"(46.1707552, 9.879429303)"
2013,REGIONE LOMBARDIA,F,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,,,55,
2013,MILANO,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",9.18951,45.46427,227,"(45.46427, 9.18951)"
2015,MANTOVA,F,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2013,PAVIA,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.14034225,45.18407925,5,"(45.18407925, 9.14034225)"
2015,REGIONE LOMBARDIA,M,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,,,1,
2012,BRESCIA,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,10.18167955,45.51939749,13,"(45.51939749, 10.18167955)"
2013,REGIONE LOMBARDIA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,,,48,
2014,REGIONE LOMBARDIA,F,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,,,773,
2015,BERGAMO,M,Malattie della cute e del tessuto sottocutaneo,malattie della cute e del tessuto sottocutaneo,9.63853045,45.68012929,6,"(45.68012929, 9.63853045)"
2012,LECCO,F,Malattie del sistema respiratorio,influenza,9.388156645,45.85028614,6,"(45.85028614, 9.388156645)"
2013,LECCO,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.388156645,45.85028614,36,"(45.85028614, 9.388156645)"
2014,SONDRIO,F,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2015,LODI,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2012,MONZA E DELLA BRIANZA,F,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",9.258430902,45.5823624,27,"(45.5823624, 9.258430902)"
2012,CREMONA,F,Malattie del sistema respiratorio,influenza,10.0131151,45.13644491,2,"(45.13644491, 10.0131151)"
2013,MILANO,F,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.18951,45.46427,447,"(45.46427, 9.18951)"
2014,PAVIA,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.14034225,45.18407925,433,"(45.18407925, 9.14034225)"
2013,MANTOVA,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2014,COMO,F,Malattie del sistema circolatorio,altre malattie del cuore,9.039360974,45.80216962,240,"(45.80216962, 9.039360974)"
2012,VARESE,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,8.80650544,45.80041256,43,"(45.80041256, 8.80650544)"
2012,MILANO,F,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.18951,45.46427,78,"(45.46427, 9.18951)"
2012,CREMONA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,10.0131151,45.13644491,1,"(45.13644491, 10.0131151)"
2014,LECCO,F,Malattie del sistema respiratorio,polmonite,9.388156645,45.85028614,23,"(45.85028614, 9.388156645)"
2015,REGIONE LOMBARDIA,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,,,3172,
2012,CREMONA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,10.0131151,45.13644491,7,"(45.13644491, 10.0131151)"
2012,REGIONE LOMBARDIA,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",,,785,
2014,BRESCIA,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,10.18167955,45.51939749,197,"(45.51939749, 10.18167955)"
2014,LODI,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.510140481,45.31535435,2,"(45.31535435, 9.510140481)"
2015,PAVIA,F,Malattie del sistema circolatorio,malattie cerebrovascolari,9.14034225,45.18407925,470,"(45.18407925, 9.14034225)"
2012,BRESCIA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,10.18167955,45.51939749,34,"(45.51939749, 10.18167955)"
2012,LODI,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.510140481,45.31535435,1,"(45.31535435, 9.510140481)"
2014,SONDRIO,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,9.879429303,46.1707552,15,"(46.1707552, 9.879429303)"
2013,MILANO,F,Malattie del sistema respiratorio,polmonite,9.18951,45.46427,286,"(45.46427, 9.18951)"
2013,LODI,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2014,PAVIA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.14034225,45.18407925,7,"(45.18407925, 9.14034225)"
2014,PAVIA,M,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,9.14034225,45.18407925,59,"(45.18407925, 9.14034225)"
2012,LECCO,F,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,9.388156645,45.85028614,38,"(45.85028614, 9.388156645)"
2014,LECCO,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2014,LODI,M,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.510140481,45.31535435,12,"(45.31535435, 9.510140481)"
2015,MANTOVA,M,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",10.77086348,45.14135331,25,"(45.14135331, 10.77086348)"
2013,BRESCIA,F,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",10.18167955,45.51939749,1,"(45.51939749, 10.18167955)"
2013,SONDRIO,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,9.879429303,46.1707552,46,"(46.1707552, 9.879429303)"
2013,MILANO,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.18951,45.46427,20,"(45.46427, 9.18951)"
2015,PAVIA,F,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.14034225,45.18407925,10,"(45.18407925, 9.14034225)"
2013,LECCO,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.388156645,45.85028614,108,"(45.85028614, 9.388156645)"
2015,BERGAMO,F,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.63853045,45.68012929,17,"(45.68012929, 9.63853045)"
2013,MILANO,M,Malattie del sistema circolatorio,altre malattie del cuore,9.18951,45.46427,890,"(45.46427, 9.18951)"
2012,LECCO,F,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.388156645,45.85028614,139,"(45.85028614, 9.388156645)"
2015,LECCO,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,9.388156645,45.85028614,74,"(45.85028614, 9.388156645)"
2012,REGIONE LOMBARDIA,F,Malattie del sistema respiratorio,polmonite,,,1009,
2013,MANTOVA,F,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,10.77086348,45.14135331,31,"(45.14135331, 10.77086348)"
2012,SONDRIO,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2014,LECCO,M,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,9.388156645,45.85028614,24,"(45.85028614, 9.388156645)"
2012,VARESE,F,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,8.80650544,45.80041256,50,"(45.80041256, 8.80650544)"
2012,LECCO,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",9.388156645,45.85028614,22,"(45.85028614, 9.388156645)"
2012,COMO,M,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2012,PAVIA,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.14034225,45.18407925,44,"(45.18407925, 9.14034225)"
2013,SONDRIO,M,Malattie del sistema respiratorio,polmonite,9.879429303,46.1707552,21,"(46.1707552, 9.879429303)"
2015,SONDRIO,M,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,9.879429303,46.1707552,2,"(46.1707552, 9.879429303)"
2013,BERGAMO,F,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.63853045,45.68012929,13,"(45.68012929, 9.63853045)"
2014,REGIONE LOMBARDIA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,,,304,
2014,COMO,M,Malattie del sistema circolatorio,malattie cerebrovascolari,9.039360974,45.80216962,196,"(45.80216962, 9.039360974)"
2012,MANTOVA,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,10.77086348,45.14135331,31,"(45.14135331, 10.77086348)"
2013,MILANO,F,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,9.18951,45.46427,11,"(45.46427, 9.18951)"
2012,BRESCIA,M,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,10.18167955,45.51939749,40,"(45.51939749, 10.18167955)"
2015,VARESE,F,Malattie del sistema circolatorio,altre malattie del cuore,8.80650544,45.80041256,440,"(45.80041256, 8.80650544)"
2014,SONDRIO,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.879429303,46.1707552,3,"(46.1707552, 9.879429303)"
2014,BERGAMO,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,9.63853045,45.68012929,280,"(45.68012929, 9.63853045)"
2012,BERGAMO,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.63853045,45.68012929,1,"(45.68012929, 9.63853045)"
2012,COMO,M,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.039360974,45.80216962,63,"(45.80216962, 9.039360974)"
2012,BRESCIA,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,10.18167955,45.51939749,217,"(45.51939749, 10.18167955)"
2015,BRESCIA,F,Malattie del sistema respiratorio,polmonite,10.18167955,45.51939749,131,"(45.51939749, 10.18167955)"
2014,VARESE,F,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,8.80650544,45.80041256,20,"(45.80041256, 8.80650544)"
2014,MANTOVA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,10.77086348,45.14135331,28,"(45.14135331, 10.77086348)"
2013,LECCO,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.388156645,45.85028614,16,"(45.85028614, 9.388156645)"
2014,LECCO,F,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2012,LECCO,M,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,9.388156645,45.85028614,1,"(45.85028614, 9.388156645)"
2014,CREMONA,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",10.0131151,45.13644491,41,"(45.13644491, 10.0131151)"
2013,MILANO,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.18951,45.46427,75,"(45.46427, 9.18951)"
2012,CREMONA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,10.0131151,45.13644491,2,"(45.13644491, 10.0131151)"
2015,PAVIA,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.14034225,45.18407925,38,"(45.18407925, 9.14034225)"
2013,LECCO,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.388156645,45.85028614,3,"(45.85028614, 9.388156645)"
2013,SONDRIO,M,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.879429303,46.1707552,3,"(46.1707552, 9.879429303)"
2015,MILANO,M,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,9.18951,45.46427,203,"(45.46427, 9.18951)"
2015,BERGAMO,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.63853045,45.68012929,89,"(45.68012929, 9.63853045)"
2015,PAVIA,F,"Complicazioni della gravidanza, del parto e del puerperio","complicazioni della gravidanza, del parto e del puerperio",9.14034225,45.18407925,,"(45.18407925, 9.14034225)"
2012,CREMONA,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,10.0131151,45.13644491,9,"(45.13644491, 10.0131151)"
2013,VARESE,F,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,8.80650544,45.80041256,141,"(45.80041256, 8.80650544)"
2015,COMO,M,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,9.039360974,45.80216962,17,"(45.80216962, 9.039360974)"
2012,BRESCIA,F,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,10.18167955,45.51939749,7,"(45.51939749, 10.18167955)"
2013,LECCO,F,Malattie del sistema circolatorio,altre malattie del cuore,9.388156645,45.85028614,158,"(45.85028614, 9.388156645)"
2014,COMO,F,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.039360974,45.80216962,4,"(45.80216962, 9.039360974)"
2012,BRESCIA,M,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,10.18167955,45.51939749,16,"(45.51939749, 10.18167955)"
2012,VARESE,F,Malattie dell'apparato genitourinario,altre malattie dell'apparato genitourinario,8.80650544,45.80041256,18,"(45.80041256, 8.80650544)"
2013,PAVIA,F,Malattie del sistema respiratorio,influenza,9.14034225,45.18407925,4,"(45.18407925, 9.14034225)"
2014,MILANO,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.18951,45.46427,281,"(45.46427, 9.18951)"
2014,LODI,M,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",9.510140481,45.31535435,22,"(45.31535435, 9.510140481)"
2014,ITALIA,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,,,16626,
2012,CREMONA,F,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,10.0131151,45.13644491,43,"(45.13644491, 10.0131151)"
2012,MONZA E DELLA BRIANZA,F,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,9.258430902,45.5823624,9,"(45.5823624, 9.258430902)"
2015,BERGAMO,F,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,9.63853045,45.68012929,11,"(45.68012929, 9.63853045)"
2013,ITALIA,M,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,,,560,
2012,LECCO,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.388156645,45.85028614,30,"(45.85028614, 9.388156645)"
2013,BERGAMO,F,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,9.63853045,45.68012929,1,"(45.68012929, 9.63853045)"
2012,LODI,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2015,PAVIA,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.14034225,45.18407925,198,"(45.18407925, 9.14034225)"
2012,MILANO,M,Malattie del sistema circolatorio,altre malattie del cuore,9.18951,45.46427,865,"(45.46427, 9.18951)"
2014,SONDRIO,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui asma,9.879429303,46.1707552,,"(46.1707552, 9.879429303)"
2012,MANTOVA,F,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,10.77086348,45.14135331,9,"(45.14135331, 10.77086348)"
2015,VARESE,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,8.80650544,45.80041256,34,"(45.80041256, 8.80650544)"
2015,MANTOVA,M,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,10.77086348,45.14135331,35,"(45.14135331, 10.77086348)"
2014,MILANO,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.18951,45.46427,67,"(45.46427, 9.18951)"
2014,BERGAMO,F,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,9.63853045,45.68012929,82,"(45.68012929, 9.63853045)"
2013,PAVIA,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.14034225,45.18407925,164,"(45.18407925, 9.14034225)"
2013,MONZA E DELLA BRIANZA,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.258430902,45.5823624,143,"(45.5823624, 9.258430902)"
2015,COMO,F,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.039360974,45.80216962,16,"(45.80216962, 9.039360974)"
2014,LECCO,F,Malattie dell'apparato digerente,altre malattie dell'apparato digerente,9.388156645,45.85028614,50,"(45.85028614, 9.388156645)"
2015,REGIONE LOMBARDIA,F,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,,,1,
2014,PAVIA,M,Malattie del sistema osteomuscolare e del tessuto connettivo,altre malattie del sistema osteomuscolare e del tessuto connettivo,9.14034225,45.18407925,5,"(45.18407925, 9.14034225)"
2015,BRESCIA,M,Malattie del sistema respiratorio,malattie croniche delle basse vie respiratorie-di cui altre malattie croniche delle basse vie respiratorie,10.18167955,45.51939749,223,"(45.51939749, 10.18167955)"
2012,SONDRIO,M,Malattie dell'apparato genitourinario,malattie del rene e dell'uretere,9.879429303,46.1707552,14,"(46.1707552, 9.879429303)"
2014,PAVIA,M,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.14034225,45.18407925,30,"(45.18407925, 9.14034225)"
2013,VARESE,M,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",8.80650544,45.80041256,15,"(45.80041256, 8.80650544)"
2014,MILANO,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui annegamento e sommersione accidentali,9.18951,45.46427,12,"(45.46427, 9.18951)"
2013,REGIONE LOMBARDIA,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,,,882,
2014,CREMONA,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,10.0131151,45.13644491,99,"(45.13644491, 10.0131151)"
2014,ITALIA,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,,,4226,
2012,CREMONA,F,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,10.0131151,45.13644491,8,"(45.13644491, 10.0131151)"
2014,VARESE,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,8.80650544,45.80041256,220,"(45.80041256, 8.80650544)"
2014,MANTOVA,M,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2015,LECCO,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2013,CREMONA,M,Alcune condizioni morbose che hanno origine nel periodo perinatale,alcune condizioni morbose che hanno origine nel periodo perinatale,10.0131151,45.13644491,1,"(45.13644491, 10.0131151)"
2014,BRESCIA,F,Malattie del sistema respiratorio,influenza,10.18167955,45.51939749,,"(45.51939749, 10.18167955)"
2014,PAVIA,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,9.14034225,45.18407925,44,"(45.18407925, 9.14034225)"
2013,COMO,F,Malattie del sistema osteomuscolare e del tessuto connettivo,artrite reumatoide a osteoartrosi,9.039360974,45.80216962,7,"(45.80216962, 9.039360974)"
2015,CREMONA,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,10.0131151,45.13644491,6,"(45.13644491, 10.0131151)"
2013,MILANO,M,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",9.18951,45.46427,148,"(45.46427, 9.18951)"
2015,COMO,M,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2012,BERGAMO,M,Malattie del sistema circolatorio,altre malattie del cuore,9.63853045,45.68012929,294,"(45.68012929, 9.63853045)"
2013,CREMONA,M,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,10.0131151,45.13644491,27,"(45.13644491, 10.0131151)"
2015,MILANO,M,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,9.18951,45.46427,,"(45.46427, 9.18951)"
2012,VARESE,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,8.80650544,45.80041256,221,"(45.80041256, 8.80650544)"
2012,CREMONA,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui accidenti di trasporto,10.0131151,45.13644491,24,"(45.13644491, 10.0131151)"
2013,LECCO,M,Malattie del sistema circolatorio,malattie cerebrovascolari,9.388156645,45.85028614,108,"(45.85028614, 9.388156645)"
2015,ITALIA,F,Disturbi psichici e comportamentali,"dipendenza da droghe, tossicomania",,,16,
2013,VARESE,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,8.80650544,45.80041256,303,"(45.80041256, 8.80650544)"
2015,COMO,M,Malattie del sistema circolatorio,altre malattie del sistema circolatorio,9.039360974,45.80216962,123,"(45.80216962, 9.039360974)"
2014,BRESCIA,M,Malattie dell'apparato digerente,"cirrosi, fibrosi ed epatite cronica",10.18167955,45.51939749,59,"(45.51939749, 10.18167955)"
2013,MANTOVA,M,Malattie del sistema nervoso e degli organi di senso,altre malattie del sistema nervoso e degli organi di senso,10.77086348,45.14135331,36,"(45.14135331, 10.77086348)"
2015,LODI,F,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,9.510140481,45.31535435,2,"(45.31535435, 9.510140481)"
2014,ITALIA,M,Malformazioni congenite ed anomalie cromosomiche,malformazioni congenite ed anomalie cromosomiche,,,645,
2014,BERGAMO,M,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",9.63853045,45.68012929,35,"(45.68012929, 9.63853045)"
2013,COMO,F,Disturbi psichici e comportamentali,altri disturbi psichici e comportamentali,9.039360974,45.80216962,8,"(45.80216962, 9.039360974)"
2015,CREMONA,F,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui infarto miocardico acuto,10.0131151,45.13644491,83,"(45.13644491, 10.0131151)"
2012,PAVIA,F,Malattie del sistema nervoso e degli organi di senso,malattia di alzheimer,9.14034225,45.18407925,87,"(45.18407925, 9.14034225)"
2013,MONZA E DELLA BRIANZA,F,Malattie del sistema respiratorio,influenza,9.258430902,45.5823624,1,"(45.5823624, 9.258430902)"
2012,REGIONE LOMBARDIA,M,Malattie del sistema circolatorio,malattie ischemiche del cuore-di cui altre malattie ischemiche del cuore,,,3012,
2014,PAVIA,M,Malattie dell'apparato digerente,"ulcera dello stomaco, duodeno e digiuno",9.14034225,45.18407925,4,"(45.18407925, 9.14034225)"
2015,PAVIA,F,"Sintomi, segni, risultati anomali e cause mal definite","altri sintomi, segni, risultati anomali e cause mal definite",9.14034225,45.18407925,87,"(45.18407925, 9.14034225)"
2015,SONDRIO,F,"Sintomi, segni, risultati anomali e cause mal definite",cause sconosciute e non specificate,9.879429303,46.1707552,2,"(46.1707552, 9.879429303)"
2013,MANTOVA,M,"Sintomi, segni, risultati anomali e cause mal definite",sindrome della morte improvvisa nell'infanzia,10.77086348,45.14135331,,"(45.14135331, 10.77086348)"
2013,REGIONE LOMBARDIA,F,Malattie del sistema nervoso e degli organi di senso,morbo di parkinson,,,400,
2015,MILANO,M,Cause esterne di traumatismo e avvelenamento,accidenti-di cui cadute accidentali,9.18951,45.46427,93,"(45.46427, 9.18951)"
2014,VARESE,M,Malattie del sistema respiratorio,altre malattie del sistema respiratorio,8.80650544,45.80041256,71,"(45.80041256, 8.80650544)"
