ANNO,ATS STRUTTURA,CODICE DRG,DESCRIZIONE DRG,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2013,326 - ATS DI BRESCIA,537,ESCISS. LOCALE E RIMOZ. DI MEZZI DI FISS. INTERNA ECCETTO ANCA E FEMORE CON CC,7.037037,1
2016,REGIONE LOMBARDIA,176,ULCERA PEPTICA COMPLICATA,9.349241,1.096774
2013,322 - ATS DELL'INSUBRIA,453,COMPLICAZIONI DI TRATTAMENTO SENZA CC,5.376623,3.133333
2017,323 - ATS DELLA MONTAGNA,264,TRAPIANTI PELLE E/O SBRIGL.PER ULCERE SENZA CC,5.7,1
2015,327 - ATS DELLA VAL PADANA,151,LISI DI ADERENZE PERITONEALI SENZA CC,6.340278,1
2017,328 - ATS DI PAVIA,261,"INT.MAMMELLA NON PER T.M. ESCL.BIOPSIA,ESCISS.LOC.",3.060109,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,363,"D&C,CONIZZAZ.,IMPIANTO MATERIALE RADIOATT.PER T.M.",4.372093,1
2016,322 - ATS DELL'INSUBRIA,537,ESCISS. LOCALE E RIMOZ. DI MEZZI DI FISS. INTERNA ECCETTO ANCA E FEMORE CON CC,17.076923,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,473,"LEUCEMIA ACUTA SENZA INT. CHIR. MAGGIORI, ETA' >17",24.231084,18.160714
2014,REGIONE LOMBARDIA,139,ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA SENZA CC,4.091365,1.050198
2014,322 - ATS DELL'INSUBRIA,440,SBRIGLIAMENTO DI FERITE PER TRAUMATISMO,9.547619,1
2012,326 - ATS DI BRESCIA,305,"INTERVENTI SU RENE E URETERE, NON PER NEOPLASIA SENZA CC",8.231441,1
2012,328 - ATS DI PAVIA,500,INT. DORSO E COLLO ESCL. ARTRODESI VERTEBR. SNZ CC,3.23127,1.25
2016,328 - ATS DI PAVIA,058,"INT. SU TONSILLE E ADENOIDI, ETA'< 18",2.666667,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,002,"CRANIOTOMIA, ETÃ > 17 ANNI SENZA CC",9.92431,0
2017,325 - ATS DI BERGAMO,344,ALTRI INT. APP. RIPRODUTTIVO MASCH. PER T.M.,3.2,1
2014,REGIONE LOMBARDIA,523,ABUSO O DIPEND. ALCOOL/FARMACI SNZ T RIAB. SNZ. CC,7.60627,5.583333
2017,328 - ATS DI PAVIA,419,"FEBBRE DI ORIGINE SCONOSCIUTA, ETA' > 17 CON CC",8.40678,0
2015,REGIONE LOMBARDIA,280,"TRAUMI PELLE,SOTTOCUT. E MAMMELLA,ETA' >17 CON CC",9.562112,0
2015,322 - ATS DELL'INSUBRIA,430,PSICOSI,16.417247,6.361702
2016,REGIONE LOMBARDIA,041,"INT. EXTRAOCULARI ESCL. ORBITA, ETA' < 18",1.441501,1.017679
2017,326 - ATS DI BRESCIA,381,"ABORTO CON D&C, ISTEROSUZIONE O ISTEROTOMIA",1.5,1.000519
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,006,DECOMPRESSIONE TUNNEL CARPALE,1.182796,1
2013,323 - ATS DELLA MONTAGNA,063,"ALTRI INT. SU ORECCHIO, NASO, BOCCA E GOLA",5.540541,1
2015,322 - ATS DELL'INSUBRIA,313,"INT. SU URETRA, ETA' > 17 SENZA CC",2.124031,1
2016,325 - ATS DI BERGAMO,381,"ABORTO CON D&C, ISTEROSUZIONE O ISTEROTOMIA",1.881503,1.008909
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,473,"LEUCEMIA ACUTA SENZA INT. CHIR. MAGGIORI, ETA' >17",24.477612,14.80303
2014,REGIONE LOMBARDIA,191,"INT. SU PANCREAS, FEGATO E DI SHUNT CON CC",18.63627,1.333333
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,382,FALSO TRAVAGLIO,4.353741,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,537,ESCISS. LOCALE E RIMOZ. DI MEZZI DI FISS. INTERNA ECCETTO ANCA E FEMORE CON CC,12.256881,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,207,MAL. VIE BILIARI CON CC,10.700599,1.666667
2016,325 - ATS DI BERGAMO,160,"INT. ERNIA ESCL.INGUIN. E FEMOR.,ETA' >17 SENZA CC",3.387309,1.058824
2017,325 - ATS DI BERGAMO,572,MALATTIE GASTROINTESTINALI MAGGIORI E INFEZIONI PERITONEALI,9.818605,0
2014,325 - ATS DI BERGAMO,051,INT. SU GHIANDOLE SALIVARI ESCL. SIALOADENECTOMIA,1.8,1
2017,328 - ATS DI PAVIA,358,INT. UTERO E ANNESSI NON PER T.M. CON CC,6.913043,1
2017,328 - ATS DI PAVIA,213,AMPUTAZ. PER MAL. SIST.MUSCOLOSCHEL. E CONNETT.,8.9,1
2015,REGIONE LOMBARDIA,265,TRAPIANTI PELLE E/O SBRIGL. ESCL. ULCERE CON CC,9.34981,1
2012,325 - ATS DI BERGAMO,076,ALTRI INT. SU APP. RESPIRATORIO CON CC,13.897436,1
2016,327 - ATS DELLA VAL PADANA,443,ALTRI INT. CHIR. PER TRAUMATISMO SENZA CC,5.333333,1
2014,326 - ATS DI BRESCIA,407,"ALTERAZ. MIELOPROLIF.,ETC. CON INT. MAGG. SENZA CC",6.422018,1
2015,322 - ATS DELL'INSUBRIA,245,MAL. OSSO E ARTROPATIE SPECIFICHE SENZA CC,15.268908,2.644444
2013,REGIONE LOMBARDIA,408,"ALTERAZ. MIELOPROLIF.,ETC. CON ALTRI INTERVENTI",3.45721,1.088018
2012,326 - ATS DI BRESCIA,363,"D&C,CONIZZAZ.,IMPIANTO MATERIALE RADIOATT.PER T.M.",3.405405,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,563,"CONVULSIONI, ETÃ > 17 ANNI SENZA CC",6.869048,1
2015,325 - ATS DI BERGAMO,503,INT. SU GINOCCHIO SENZA DIA. PRINC. DI INFEZIONE,2.292589,1
2014,322 - ATS DELL'INSUBRIA,162,"INT. ERNIA INGUINALE E FEMORALE, ETA' >17 SENZA CC",1.609626,1
2017,REGIONE LOMBARDIA,263,TRAPIANTI PELLE E/O SBRIGL.PER ULCERE PELLE CON CC,28.512821,1
2015,REGIONE LOMBARDIA,224,"INT. SPALLA,GOMITO ESCL.MAGG.SU ARTICOLAZ.SENZA CC",1.889188,1.001587
2017,328 - ATS DI PAVIA,555,INT SISTEMA CARDIOVASC VIA PERCUTANEA CON DIAGNOSI CARDIOVASCOLARE MAGGIORE,7.544304,0
2013,328 - ATS DI PAVIA,578,MALATTIE INFETTIVE E PARASSITARIE CON INTERVENTO CHIRURGICO,23.333333,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,191,"INT. SU PANCREAS, FEGATO E DI SHUNT CON CC",17.104167,1.333333
2015,324 - ATS DELLA BRIANZA,158,INT. SU ANO E STOMA SENZA CC,1.858716,1
2016,322 - ATS DELL'INSUBRIA,318,NEOPLASIE RENE E VIE URINARIE CON CC,11.297619,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,485,"REIMPIANTO ARTI,INT. ANCA,FEMORE PER TRAUM. RILEV.",26.1,0
2014,327 - ATS DELLA VAL PADANA,213,AMPUTAZ. PER MAL. SIST.MUSCOLOSCHEL. E CONNETT.,19.75,1
2017,322 - ATS DELL'INSUBRIA,268,"CHIR. PLASTICA PELLE,TESS. SOTTOCUTANEO E MAMMELLA",3.346939,1
2014,REGIONE LOMBARDIA,220,"INT.ARTO INF.,OMERO ESCL.ANCA ETC.,ETA'< 18",3.615655,1
2017,REGIONE LOMBARDIA,145,ALTRE DIA. APP. CIRCOLATORIO SENZA CC,13.736644,3.519737
2017,322 - ATS DELL'INSUBRIA,064,"T.M. ORECCHIO, NASO, BOCCA E GOLA",7.775,1.071429
2017,325 - ATS DI BERGAMO,140,ANGINA PECTORIS,6.48062,0
2013,322 - ATS DELL'INSUBRIA,408,"ALTERAZ. MIELOPROLIF.,ETC. CON ALTRI INTERVENTI",4.366667,1
2017,327 - ATS DELLA VAL PADANA,041,"INT. EXTRAOCULARI ESCL. ORBITA, ETA' < 18",1,1
2015,326 - ATS DI BRESCIA,365,ALTRI INT. APP. RIPRODUTTIVO FEMMINILE,5.604651,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,446,"TRAUMATISMI, ETA' < 18",1.987552,1
2015,325 - ATS DI BERGAMO,408,"ALTERAZ. MIELOPROLIF.,ETC. CON ALTRI INTERVENTI",2.36896,1.00207
2016,324 - ATS DELLA BRIANZA,059,"TONSILLECTOMIA E/O ADENOIDECTOMIA, ETA' > 17",1.881988,1
2016,322 - ATS DELL'INSUBRIA,542,TRACH. VM = 96 ORE O DIAPR NO FACCIA... SENZA INTCH MAGG.,35.977401,0
2014,REGIONE LOMBARDIA,288,INT. PER OBESITA',4.665811,1
2017,322 - ATS DELL'INSUBRIA,162,"INT. ERNIA INGUINALE E FEMORALE, ETA' >17 SENZA CC",1.582723,1.000445
2016,322 - ATS DELL'INSUBRIA,499,INT. DORSO E COLLO ESCL. ARTRODESI VERTEBR. CON CC,7,0
2013,324 - ATS DELLA BRIANZA,340,"INT. SUL TESTICOLO NON PER T.M., ETA' < 18",1.508065,1
2016,322 - ATS DELL'INSUBRIA,143,DOLORE TORACICO,4.352713,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,389,NEONATI A TERMINE CON AFFEZIONI MAGGIORI,6.328947,2.076923
2013,328 - ATS DI PAVIA,455,"ALTRE DIA. TRAUMATISMI, AVVEL., ETC. SENZA CC",2.666667,3
2017,322 - ATS DELL'INSUBRIA,455,"ALTRE DIA. TRAUMATISMI, AVVEL., ETC. SENZA CC",3.561404,1
2013,REGIONE LOMBARDIA,335,INT. MAGGIORI SU PELVI MASCHILE SENZA CC,7.135464,1
2017,327 - ATS DELLA VAL PADANA,479,ALTRI INT. VASCOLARI SENZA CC,5.338028,1
2016,323 - ATS DELLA MONTAGNA,058,"INT. SU TONSILLE E ADENOIDI, ETA'< 18",2.8125,1
2014,REGIONE LOMBARDIA,194,INT. SU VIE BILIARI ESCL. COLECISTECTOMIA SENZA CC,10.711475,1.027778
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,151,LISI DI ADERENZE PERITONEALI SENZA CC,6.544715,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,542,TRACH. VM = 96 ORE O DIAPR NO FACCIA... SENZA INTCH MAGG.,33.505102,1
2017,322 - ATS DELL'INSUBRIA,342,"CIRCONCISIONE, ETA' > 17",4.09375,1
2014,327 - ATS DELLA VAL PADANA,355,INT. UTERO E ANNESSI PER T.M. NON OVAIO SENZA CC,4.84,1
2016,REGIONE LOMBARDIA,008,INT. SU NERVI E ALTRI INT. SIST. NERVOSO SENZA CC,2.387496,1.019088
2016,323 - ATS DELLA MONTAGNA,359,INT. UTERO E ANNESSI NON PER T.M. SENZA CC,3.272727,1.003145
2012,322 - ATS DELL'INSUBRIA,228,"INT. MAGG. POLLICE, MANO O POLSO CON CC",2.455882,1.041667
2012,326 - ATS DI BRESCIA,216,BIOPSIE SIST. MUSCOLOSCHEL. E TESSUTO CONNETTIVO,9.141304,1.016393
2017,REGIONE LOMBARDIA,012,MAL. DEGENERATIVE SIST. NERVOSO,29.64431,7.547739
2014,REGIONE LOMBARDIA,325,"SEGNI,SINTOMI RENE E VIE URINARIE,ETA'>17 CON CC",7.713472,10.5
2016,326 - ATS DI BRESCIA,062,"MIRINGOTOMIA CON INSERZIONE DI TUBO, ETA' < 18",2.137255,1.090909
2014,328 - ATS DI PAVIA,162,"INT. ERNIA INGUINALE E FEMORALE, ETA' >17 SENZA CC",1.640927,1.006397
2013,324 - ATS DELLA BRIANZA,077,ALTRI INT. SU APP. RESPIRATORIO SENZA CC,9.984127,1.666667
2012,322 - ATS DELL'INSUBRIA,500,INT. DORSO E COLLO ESCL. ARTRODESI VERTEBR. SNZ CC,3.569606,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,082,NEOPLASIE APP. RESPIRATORIO,10.747961,1.047101
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,569,INT MAGG SU INTESTINO CRASSO E TENUE CON CC CON DIA GASTROINTESTINALE MAGG,19.874104,0
2013,REGIONE LOMBARDIA,181,OCCLUSIONE GASTROINTESTINALE SENZA CC,5.874124,1.3125
2015,322 - ATS DELL'INSUBRIA,232,ARTROSCOPIA,1.740385,1
2014,325 - ATS DI BERGAMO,262,BIOPSIA MAMMELLA E ESCISS. LOCALE NON PER T.M.,1.203125,1
2012,328 - ATS DI PAVIA,233,ALTRI INT. SIST. MUSCOLOSCHEL. E CONNETT. CON CC,8.428571,1
2014,324 - ATS DELLA BRIANZA,158,INT. SU ANO E STOMA SENZA CC,1.790381,1
2014,324 - ATS DELLA BRIANZA,365,ALTRI INT. APP. RIPRODUTTIVO FEMMINILE,7.512821,1
2017,REGIONE LOMBARDIA,127,INSUFFICIENZA CARDIACA E SHOCK,11.433049,5.058824
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,266,TRAPIANTI PELLE E/O SBRIGL. ESCL. ULCERE SENZA CC,2.970436,1.004959
2017,323 - ATS DELLA MONTAGNA,162,"INT. ERNIA INGUINALE E FEMORALE, ETA' >17 SENZA CC",2.268421,1
2012,REGIONE LOMBARDIA,564,"CEFALEA, ETÃ > 17 ANNI",5.618142,2.772727
2014,327 - ATS DELLA VAL PADANA,479,ALTRI INT. VASCOLARI SENZA CC,4.379195,1
2014,REGIONE LOMBARDIA,080,"INFEZ. E INFIAMM. RESPIRATORIE, ETA' > 17 SENZA CC",13.124915,2.363636
2013,327 - ATS DELLA VAL PADANA,260,MASTECTOMIA SUBTOTALE PER T.M. SENZA CC,1.889571,1.025271
2015,REGIONE LOMBARDIA,233,ALTRI INT. SIST. MUSCOLOSCHEL. E CONNETT. CON CC,14.633333,1
2012,324 - ATS DELLA BRIANZA,408,"ALTERAZ. MIELOPROLIF.,ETC. CON ALTRI INTERVENTI",3.131474,2.117021
2013,REGIONE LOMBARDIA,171,ALTRI INT. SU APP. DIGERENTE SENZA CC,6.800216,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,160,"INT. ERNIA ESCL.INGUIN. E FEMOR.,ETA' >17 SENZA CC",3.199479,1.028497
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,019,MAL. NERVI CRANICI E PERIFERICI SENZA CC,13.176,11.292308
2014,325 - ATS DI BERGAMO,050,SIALOADENECTOMIA,3.781513,1
2013,323 - ATS DELLA MONTAGNA,361,LAPARASCOPIA E OCCLUSIONE LAPAROTOMICA TUBE,3.363636,1
2013,327 - ATS DELLA VAL PADANA,443,ALTRI INT. CHIR. PER TRAUMATISMO SENZA CC,4.2,1
2017,323 - ATS DELLA MONTAGNA,117,"REVISIONE DEL PACEMAKER CARDIACO, ECCETTO SOSTITUZ",3.9,1
2016,326 - ATS DI BRESCIA,268,"CHIR. PLASTICA PELLE,TESS. SOTTOCUTANEO E MAMMELLA",2.349727,1.221184
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,057,"INT. SU TONSILLE E ADENOIDI, ETA'> 17",3.483755,1.052632
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,408,"ALTERAZ. MIELOPROLIF.,ETC. CON ALTRI INTERVENTI",3.363134,1.075082
2014,REGIONE LOMBARDIA,130,MAL. VASCOLARI PERIFERICHE CON CC,10.354351,4.777778
2014,324 - ATS DELLA BRIANZA,114,"AMPUTAZ. ARTO SUP., DITA PIEDE PER MAL. CIRCOL.",7.916667,1
2017,REGIONE LOMBARDIA,186,"MAL.DENTI,BOCCA ESCL. ESTRAZ. E RIPARAZ.,ETA' < 18",3.570613,1.066895
2014,REGIONE LOMBARDIA,193,INT. SU VIE BILIARI ESCL. COLECISTECTOMIA CON CC,22.420886,1.5
2016,REGIONE LOMBARDIA,205,"MAL.FEGATO ESCL. T.M.,CIRROSI,EPAT.ALCOOL. CON CC",11.471545,3.857143
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,245,MAL. OSSO E ARTROPATIE SPECIFICHE SENZA CC,9.297203,1.133333
2017,REGIONE LOMBARDIA,181,OCCLUSIONE GASTROINTESTINALE SENZA CC,5.974937,1.307692
2012,325 - ATS DI BERGAMO,229,INT. MANO O POLSO ESCL. MAGG.SU ARTICOLAZ.SENZA CC,1.436919,1
2017,323 - ATS DELLA MONTAGNA,262,BIOPSIA MAMMELLA E ESCISS. LOCALE NON PER T.M.,1.1875,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,199,PROC. DIAGNOST. EPATOBILIARI PER T.M.,11.545455,0
2017,325 - ATS DI BERGAMO,133,ATEROSCLEROSI SENZA CC,7.575,4
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,353,"EVISC. PELVICA,ISTERECTOMIA E VULVECTOMIA RADICALE",6.81759,0
2014,REGIONE LOMBARDIA,344,ALTRI INT. APP. RIPRODUTTIVO MASCH. PER T.M.,4.330769,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,160,"INT. ERNIA ESCL.INGUIN. E FEMOR.,ETA' >17 SENZA CC",3.29544,1.045884
2017,322 - ATS DELL'INSUBRIA,332,"ALTRE DIA. RENE E VIE URINARIE,ETA' >17 SENZA CC",5.707865,1.04
2017,328 - ATS DI PAVIA,076,ALTRI INT. SU APP. RESPIRATORIO CON CC,20.151515,1
2017,REGIONE LOMBARDIA,123,"MAL.CARDIOVASC. CON IMA, DECEDUTI",7.197767,0
2017,322 - ATS DELL'INSUBRIA,294,DIABETE ETA' > 35,8.038265,1.230769
2015,322 - ATS DELL'INSUBRIA,364,"D&C, CONIZZAZIONE ESCL. PER T.M.",1.871795,1
2016,328 - ATS DI PAVIA,218,"INT.ARTO INF.,OMERO ESCL.ANCA ETC.,ETA'>17 CON CC",13.159091,1
2016,323 - ATS DELLA MONTAGNA,053,"INT. SU SENI E MASTOIDE, ETA' > 17",1.744361,1
2017,324 - ATS DELLA BRIANZA,552,ALTRO IMPIANTO DI PACEMAKER CARDIACO PERMANENTE SE,4.357928,0
2017,324 - ATS DELLA BRIANZA,121,"MAL.CARDIOVASC. CON IMA CON CC CARD.,VIVI",9.676829,0
2012,322 - ATS DELL'INSUBRIA,544,SOSTITUZIONE DI ARTICOLAZIONI MAGGIORI O REIMPIANTO DEGLI ARTI INFERIORI,9.812738,0
2017,325 - ATS DI BERGAMO,464,SEGNI E SINTOMI SENZA CC,6.946058,1
2014,322 - ATS DELL'INSUBRIA,218,"INT.ARTO INF.,OMERO ESCL.ANCA ETC.,ETA'>17 CON CC",13.722222,1
2014,325 - ATS DI BERGAMO,321,"INFEZIONI RENE E VIE URINARIE, ETA' > 17 SENZA CC",7.200627,1
2016,REGIONE LOMBARDIA,553,ALTRI INTERVENTI VASCOLARI CON CC CON DIAGNOSI CARDIOVASCOLARE MAGGIORE,16.238267,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,188,"ALTRE DIA. APP. DIGERENTE, ETA' > 17 CON CC",9.25829,1
2014,325 - ATS DI BERGAMO,168,INT. SU BOCCA CON CC,11.5,1.428571
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,169,INT. SU BOCCA SENZA CC,2.623512,1.017804
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,185,"MAL.DENTI,BOCCA ESCL. ESTRAZ. E RIPARAZ.,ETA' > 17",4.732394,1.127726
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,036,INT. SU RETINA,1.886563,1.062914
2013,328 - ATS DI PAVIA,311,INT. PER VIA TRANSURETRALE SENZA CC,3.727437,1
2017,325 - ATS DI BERGAMO,224,"INT. SPALLA,GOMITO ESCL.MAGG.SU ARTICOLAZ.SENZA CC",1.913894,1
2016,327 - ATS DELLA VAL PADANA,360,"INT. SU VAGINA, CERVICE E VULVA",2.146067,1
2013,324 - ATS DELLA BRIANZA,578,MALATTIE INFETTIVE E PARASSITARIE CON INTERVENTO CHIRURGICO,29.071429,3
2014,328 - ATS DI PAVIA,219,"INT.ARTO INF.,OMERO ESCL.ANCA ETC.,ETA'>17SENZA CC",6.199552,1
2016,323 - ATS DELLA MONTAGNA,282,"TRAUMI PELLE,SOTTOCUT. E MAMMELLA,ETA' <18",1.625,0
2015,322 - ATS DELL'INSUBRIA,228,"INT. MAGG. POLLICE, MANO O POLSO CON CC",2.859155,1
2016,REGIONE LOMBARDIA,131,MAL. VASCOLARI PERIFERICHE SENZA CC,5.678061,2.54067
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,274,T.M. MAMMELLA CON CC,14.271318,19
2016,REGIONE LOMBARDIA,322,"INFEZIONI RENE E VIE URINARIE, ETA' < 18",4.906128,1.375
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,401,LINFOMA E LEUCEMIA NON ACUTA CON ALTRI INT. CON CC,14.984615,1
2017,328 - ATS DI PAVIA,566,DIAGNOSI RELATIVE ALL'APPARATO RESPIRATORIO CON RESPIRAZIONE ASSISTITA < 96 ORE,12.74359,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,152,INT. MINORI SU INTESTINO CRASSO E TENUE CON CC,11.394366,0
2015,328 - ATS DI PAVIA,377,DIA. RELATIVE A POSTPARTO E POSTABORTO CON INT.,3.371429,1
2015,325 - ATS DI BERGAMO,008,INT. SU NERVI E ALTRI INT. SIST. NERVOSO SENZA CC,1.787975,1.009524
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,183,"GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 SENZA CC",5.561154,1.337662
2017,328 - ATS DI PAVIA,124,"MAL.CARDIOVASC. ESCL.IMA CON CATET.,DIA. COMPL.",9.940874,1
2016,REGIONE LOMBARDIA,062,"MIRINGOTOMIA CON INSERZIONE DI TUBO, ETA' < 18",1.736559,1.006369
2012,325 - ATS DI BERGAMO,358,INT. UTERO E ANNESSI NON PER T.M. CON CC,7.310811,1
2016,322 - ATS DELL'INSUBRIA,441,INT. SULLA MANO PER TRAUMATISMO,3.088235,1
2013,REGIONE LOMBARDIA,143,DOLORE TORACICO,4.272505,1
2016,REGIONE LOMBARDIA,074,"ALTRE DIA. ORECCHIO, NASO, BOCCA, GOLA, ETA'< 18",3.191011,1.255474
2013,322 - ATS DELL'INSUBRIA,227,INT. SU TESSUTI MOLLI SENZA CC,2.088803,1
2015,REGIONE LOMBARDIA,324,CALCOLOSI URINARIA SENZA CC,3.162673,1.212735
2012,327 - ATS DELLA VAL PADANA,268,"CHIR. PLASTICA PELLE,TESS. SOTTOCUTANEO E MAMMELLA",1.464203,1
2016,323 - ATS DELLA MONTAGNA,313,"INT. SU URETRA, ETA' > 17 SENZA CC",3.421053,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,041,"INT. EXTRAOCULARI ESCL. ORBITA, ETA' < 18",1.22408,1.012
2012,325 - ATS DI BERGAMO,042,"INT. INTRAOCULARI ESCL. RETINA,IRIDE E CRISTALLINO",1.983402,1
2013,REGIONE LOMBARDIA,304,"INTERVENTI SU RENE E URETERE, NON PER NEOPLASIA CON CC",11.695088,1.761905
2017,326 - ATS DI BRESCIA,500,INT. DORSO E COLLO ESCL. ARTRODESI VERTEBR. SNZ CC,3.996779,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,168,INT. SU BOCCA CON CC,9.705882,1
2014,323 - ATS DELLA MONTAGNA,055,"MISCELLANEA INT. SU ORECCHIO, NASO, BOCCA E GOLA",2.126904,1
2013,328 - ATS DI PAVIA,233,ALTRI INT. SIST. MUSCOLOSCHEL. E CONNETT. CON CC,10.411765,1.285714
2014,322 - ATS DELL'INSUBRIA,523,ABUSO O DIPEND. ALCOOL/FARMACI SNZ T RIAB. SNZ. CC,7.553333,3.5
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,403,LINFOMA E LEUCEMIA NON ACUTA CON CC,15.490887,4.833333
2015,324 - ATS DELLA BRIANZA,578,MALATTIE INFETTIVE E PARASSITARIE CON INTERVENTO CHIRURGICO,24.521429,1
2012,REGIONE LOMBARDIA,293,"ALTRI INT. PER MAL. ENDOCRINE, ETC. SENZA CC",4.74,1
2014,325 - ATS DI BERGAMO,228,"INT. MAGG. POLLICE, MANO O POLSO CON CC",1.827586,1
2016,328 - ATS DI PAVIA,232,ARTROSCOPIA,2.679487,1
2016,322 - ATS DELL'INSUBRIA,524,ISCHEMIA CEREBRALE TRANSITORIA,7.200927,1
2012,323 - ATS DELLA MONTAGNA,158,INT. SU ANO E STOMA SENZA CC,2.552083,1
2014,REGIONE LOMBARDIA,052,RIPARAZIONE DI CHEILOSCHISI E DI PALATOSCHISI,4,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,487,ALTRI TRAUMATISMI MULTIPLI RILEVANTI,15.903614,0
2013,REGIONE LOMBARDIA,305,"INTERVENTI SU RENE E URETERE, NON PER NEOPLASIA SENZA CC",6.309116,1.105882
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,181,OCCLUSIONE GASTROINTESTINALE SENZA CC,6.365,1.2
2017,REGIONE LOMBARDIA,430,PSICOSI,16.343913,9.538235
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,155,"INT. ESOFAGO,STOMACO E DUODENO, ETA' >17 SENZA CC",9.081855,1.1875
2017,325 - ATS DI BERGAMO,056,RINOPLASTICA,2.00885,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,037,INT. SU ORBITA,3.898113,1
2017,325 - ATS DI BERGAMO,256,ALTRE DIA. SIST. MUSCOLOSCHEL. E TESS. CONNETTIVO,15.167418,1
2016,325 - ATS DI BERGAMO,163,"INT. ERNIA, ETA' < 18",1.930556,1
2017,322 - ATS DELL'INSUBRIA,216,BIOPSIE SIST. MUSCOLOSCHEL. E TESSUTO CONNETTIVO,15.576923,1
2017,323 - ATS DELLA MONTAGNA,500,INT. DORSO E COLLO ESCL. ARTRODESI VERTEBR. SNZ CC,3.677298,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,100,SEGNI E SINTOMI RESPIRATORI SENZA CC,5.10574,1.071429
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,347,NEOPLASIE MALIGNE DELL'APPARATO GENITALE MASCHILE,2.313653,1.030968
2017,REGIONE LOMBARDIA,211,"INT.ANCA,FEMORE ESCL.ARTICOL.MAGG.,ETA'>17SENZA CC",10.054858,1
2016,322 - ATS DELL'INSUBRIA,018,MAL. NERVI CRANICI E PERIFERICI CON CC,21.777778,1
2017,322 - ATS DELL'INSUBRIA,035,ALTRE MAL. SIST. NERVOSO SENZA CC,18.691824,1.414894
2012,322 - ATS DELL'INSUBRIA,060,"TONSILLECTOMIA E/O ADENOIDECTOMIA, ETA' < 18",1.322384,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,161,"INT. ERNIA INGUINALE E FEMORALE, ETA' >17 CON CC",5.757143,1.307692
2017,325 - ATS DI BERGAMO,239,"FRATTURE PATOL.,T.M. SIST.MUSCOLOSCHEL. E CONNETT.",15.475,1
2012,323 - ATS DELLA MONTAGNA,006,DECOMPRESSIONE TUNNEL CARPALE,1.5,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,463,SEGNI E SINTOMI CON CC,10.125203,1.777778
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,402,LINFOMA E LEUCEMIA NON ACUTA CON ALT. INT.SENZA CC,5.064194,1.008721
