ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,09,CHIRURGIA GENERALE,6.506015,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030071-00,OSPEDALE S. MARIA DELLE STELLE MELZO,37,OSTETRICIA E GINECOLOGIA,3.889189,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030056-00,PRESIDIO OSPED. V. BUZZI - MILANO,37,OSTETRICIA E GINECOLOGIA,3.877892,1.020455
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,39,PEDIATRIA,4.679149,1.298387
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,34,OCULISTICA,0,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030934-00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",14,CHIRURGIA VASCOLARE,7.679894,0
2013,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,36,ORTOPEDIA E TRAUMATOLOGIA,4.126157,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,38,OTORINOLARINGOIATRIA,2.396917,1.542714
2014,325 - ATS DI BERGAMO,030148-00,POLICLINICO SAN PIETRO  - PONTE S. PIETRO,34,OCULISTICA,1,1
2013,327 - ATS DELLA VAL PADANA,030273-00,PRESIDIO OSPEDALIERO OGLIO PO-CASALMAGGIORE,36,ORTOPEDIA E TRAUMATOLOGIA,7.142415,1.727273
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,26,MEDICINA GENERALE,10.140288,3.666667
2015,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,38,OTORINOLARINGOIATRIA,2.987319,1.007194
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-01,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,08,CARDIOLOGIA,7.582237,1.134146
2014,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,39,PEDIATRIA,4.418063,0
2015,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,08,CARDIOLOGIA,5.245802,1.0125
2014,322 - ATS DELL'INSUBRIA,030901-00,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,38,OTORINOLARINGOIATRIA,5.698741,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,34,OCULISTICA,2.288566,1.089061
2013,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,12,CHIRURGIA PLASTICA,7.457237,1
2014,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,09,CHIRURGIA GENERALE,7.833557,1.053659
2012,327 - ATS DELLA VAL PADANA,030907-00,"PRESIDIO OSPEDALIERO ""C. POMA"" - MANTOVA",10,CHIRURGIA MAXILLO-FACCIALE,4.792237,1.005141
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030923-00,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA,30,NEUROCHIRURGIA,6.469274,1.025641
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030378-00,CENTRO CLINICO NEMO - FOND. SERENA - MILANO,75,NEURO-RIABILITAZIONE,20.04023,1.294811
2014,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,37,OSTETRICIA E GINECOLOGIA,3.25551,1.100656
2014,322 - ATS DELL'INSUBRIA,030003-00,OSPEDALE F. DEL PONTE - VARESE,37,OSTETRICIA E GINECOLOGIA,3.534516,1.004873
2015,327 - ATS DELLA VAL PADANA,030907-00,OSPEDALE C. POMA - MANTOVA,37,OSTETRICIA E GINECOLOGIA,3.988574,1.016199
2012,322 - ATS DELL'INSUBRIA,030901-00,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,68,PNEUMOLOGIA,15.870839,0
2016,322 - ATS DELL'INSUBRIA,030012-00,OSPEDALE CARLO ONDOLI - ANGERA,39,PEDIATRIA,3.321569,1
2015,328 - ATS DI PAVIA,030938-00,FOND.MAUGERI-CENTRO MEDICO DI PAVIA,09,CHIRURGIA GENERALE,2.992951,1.772881
2013,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,52,DERMATOLOGIA,11.159509,1.003012
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,IRCCS MULTIMEDICA - MILANO,26,MEDICINA GENERALE,9.651685,1
2013,324 - ATS DELLA BRIANZA,030107-00,ISTITUTI CLINICI ZUCCHI SPA-MONZA,34,OCULISTICA,1.00565,1
2013,324 - ATS DELLA BRIANZA,030381-00,FOND. MB PER IL BAMBINO E LA SUA MAMMA - MONZA,39,PEDIATRIA,7.672222,1.092233
2016,322 - ATS DELL'INSUBRIA,030901-01,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,21,GERIATRIA,12.456336,0
2012,326 - ATS DI BRESCIA,030176-00,CASA DI CURA S. ANNA - BRESCIA,09,CHIRURGIA GENERALE,5.177899,1
2016,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,02,DAY HOSPITAL,0,1.462719
2014,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI - BRESCIA,10,CHIRURGIA MAXILLO-FACCIALE,3.010363,1.09375
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030125-00,CASA DI CURA AMBROSIANA SPA-CESANO B.,34,OCULISTICA,0,1
2016,325 - ATS DI BERGAMO,030137-00,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,36,ORTOPEDIA E TRAUMATOLOGIA,5.164063,1.015957
2012,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,34,OCULISTICA,2,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,11.95465,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,29,NEFROLOGIA,11.15493,2
2017,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,10,CHIRURGIA MAXILLO-FACCIALE,4.264179,1.071429
2012,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,09,CHIRURGIA GENERALE,7.393268,1.005602
2017,325 - ATS DI BERGAMO,030146-00,CASA DI CURA S. FRANCESCO - BERGAMO,36,ORTOPEDIA E TRAUMATOLOGIA,5.53037,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,29,NEFROLOGIA,10.798165,1.033333
2015,324 - ATS DELLA BRIANZA,030081-00,PRESIDIO OSPEDALIERO DI GIUSSANO,09,CHIRURGIA GENERALE,0,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030925-00,FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO,09,CHIRURGIA GENERALE,6.189615,1.001255
2015,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,68,PNEUMOLOGIA,9.395815,2.346154
2017,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,36,ORTOPEDIA E TRAUMATOLOGIA,5.665888,1
2014,322 - ATS DELL'INSUBRIA,030364-00,FOND. GAETANO E PIERA BORGHI - BREBBIA,67,PENSIONANTI,25.333333,0
2017,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,36,ORTOPEDIA E TRAUMATOLOGIA,4.223003,1
2012,328 - ATS DI PAVIA,030192-00,OSPEDALE SS.ANNUNZIATA - VARZI,09,CHIRURGIA GENERALE,5.198758,1.73913
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,30,NEUROCHIRURGIA,8.022301,0
2017,322 - ATS DELL'INSUBRIA,030030-00,OSPEDALE  VALDUCE ,34,OCULISTICA,1.016598,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,37,OSTETRICIA E GINECOLOGIA,3.884892,1.071038
2014,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,34,OCULISTICA,1.273684,1.238095
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030947-00,I.R.C.C.S. POLICLINICO SAN DONATO,08,CARDIOLOGIA,3.996192,0
2013,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,68,PNEUMOLOGIA,9.934116,2.794118
2012,328 - ATS DI PAVIA,030924-00,OSPEDALE POLICLINICO S. MATTEO - PAVIA,68,PNEUMOLOGIA,15.884831,1.095179
2017,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,29,NEFROLOGIA,12.800578,5.5
2012,328 - ATS DI PAVIA,030939-00,FOND.IST.NEUROL.C.MONDINO-PAVIA,33,NEUROPSICHIATRIA INFANTILE,5.41688,1.069815
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,43,UROLOGIA,4.472057,1.20122
2012,328 - ATS DI PAVIA,030924-00,OSPEDALE POLICLINICO S. MATTEO - PAVIA,37,OSTETRICIA E GINECOLOGIA,3.905475,1
2012,326 - ATS DI BRESCIA,030159-00,P.O. MONTICHIARI- A.O. SPEDALI CIVILI,29,NEFROLOGIA,8.972093,1.296296
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030105-00,CASA DI CURA S. CAMILLO - MILANO,34,OCULISTICA,1.5,1
2014,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,14,CHIRURGIA VASCOLARE,4.485273,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030101-00,CASA DI CURA VILLA LETIZIA - MILANO,09,CHIRURGIA GENERALE,1.063161,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,02,DAY HOSPITAL,0,1.520134
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,37,OSTETRICIA E GINECOLOGIA,4.048951,1
2014,322 - ATS DELL'INSUBRIA,030901-00,OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,34,OCULISTICA,3.038806,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030283-00,OSPEDALE G.CASATI-PASSIRANA RHO,40,PSICHIATRIA,8,3.128713
2017,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,09,CHIRURGIA GENERALE,6.243198,1.105183
2014,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,34,OCULISTICA,1.441176,1
2017,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,38,OTORINOLARINGOIATRIA,5.045771,1.041943
2015,322 - ATS DELL'INSUBRIA,030364-00,FOND. GAETANO E PIERA BORGHI - BREBBIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,33.497826,0
2017,327 - ATS DELLA VAL PADANA,030219-00,CASA DI CURA FIGLIE DI S.CAMILLO-CR,56,RECUPERO E RIABILITAZIONE FUNZIONALE,17.565566,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,39,PEDIATRIA,3.617407,1.035294
2014,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,37,OSTETRICIA E GINECOLOGIA,3.700403,1.003697
2015,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,38,OTORINOLARINGOIATRIA,4.643133,1.094148
2017,325 - ATS DI BERGAMO,030144-00,CASA DI CURA BEATO PALAZZOLO - BERGAMO,09,CHIRURGIA GENERALE,1.531746,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,3.516841,1.046358
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,37,OSTETRICIA E GINECOLOGIA,3.89526,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,39,PEDIATRIA,4.767717,1.705882
2015,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,26,MEDICINA GENERALE,12.899237,2.632399
2014,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,36,ORTOPEDIA E TRAUMATOLOGIA,9.399009,1.018018
2014,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,43,UROLOGIA,7.782663,2.148649
2016,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,49,TERAPIA INTENSIVA,9.8,1
2014,322 - ATS DELL'INSUBRIA,030282-01,OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO,36,ORTOPEDIA E TRAUMATOLOGIA,6.096471,0
2013,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,37,OSTETRICIA E GINECOLOGIA,3.774067,1.080645
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,34,OCULISTICA,1.265306,1
2016,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,09,CHIRURGIA GENERALE,6.492286,1.02521
2015,325 - ATS DI BERGAMO,030145-00,CLINICA  CASTELLI - BERGAMO,09,CHIRURGIA GENERALE,3.097844,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,34,OCULISTICA,1.354839,1
2017,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,98,DAY SURGERY,0,1
2014,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,34,OCULISTICA,3.073446,1
2016,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,34,OCULISTICA,1.333333,1
2014,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,38,OTORINOLARINGOIATRIA,3.349372,1.005484
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,43,UROLOGIA,4.633159,1.057143
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,43,UROLOGIA,3.771455,0
2015,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,08,CARDIOLOGIA,5.383614,1.006711
2017,326 - ATS DI BRESCIA,030163-00,PRESIDIO OSPEDALIERO DI ISEO,36,ORTOPEDIA E TRAUMATOLOGIA,3.606115,1
2016,328 - ATS DI PAVIA,030939-00,FOND.IST.NEUROL.C.MONDINO-PAVIA,60,LUNGODEGENTI,49.125,0
2017,326 - ATS DI BRESCIA,030175-00,CASA DI CURA S. CAMILLO - BRESCIA,26,MEDICINA GENERALE,13.987705,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,24,MALATTIE INFETTIVE E TROPICALI,20.189189,14
2014,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,37,OSTETRICIA E GINECOLOGIA,4.212198,1.037951
2014,326 - ATS DI BRESCIA,030162-00,PRESIDIO OSPEDALIERO GARDONE V.T.,08,CARDIOLOGIA,7.091429,1.391304
2017,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,38,OTORINOLARINGOIATRIA,2.203325,1.623457
2015,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,34,OCULISTICA,1.197279,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-03,IRCCS OSPEDALE CAPITANIO,34,OCULISTICA,1.092784,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030911-00,ISTITUTO ORTOPEDICO GAETANO PINI - MILANO,02,DAY HOSPITAL,0,3.825328
2014,327 - ATS DELLA VAL PADANA,030273-00,PRESIDIO OSPEDALIERO OGLIO PO-CASALMAGGIORE,37,OSTETRICIA E GINECOLOGIA,3.245205,1.006006
2015,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,38,OTORINOLARINGOIATRIA,3.276156,1.018135
2012,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,36,ORTOPEDIA E TRAUMATOLOGIA,6.28355,1.082143
2016,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,09,CHIRURGIA GENERALE,3.424125,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO,34,OCULISTICA,2.590406,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,58,GASTROENTEROLOGIA,12.679487,7.154472
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",10.139186,8.971485
2013,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,43,UROLOGIA,5.244161,1.137931
2017,324 - ATS DELLA BRIANZA,030106-00,CASA DI CURA POLICLINICO - MONZA,14,CHIRURGIA VASCOLARE,8.425455,1
2013,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,09,CHIRURGIA GENERALE,6.636963,0
2015,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,37,OSTETRICIA E GINECOLOGIA,3.712944,1.001773
2012,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,26,MEDICINA GENERALE,7.831776,1.475225
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030911-00,ISTITUTO ORTOPEDICO GAETANO PINI - MILANO,02,DAY HOSPITAL,0,4.607143
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030105-00,CASA DI CURA S. CAMILLO - MILANO,43,UROLOGIA,3.274194,1
2017,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,26,MEDICINA GENERALE,11.002006,3.1875
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-00,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,09,CHIRURGIA GENERALE,6.413105,1.347826
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030911-00,ISTITUTO ORTOPEDICO GAETANO PINI - MILANO,02,DAY HOSPITAL,0,4.022901
2017,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,36,ORTOPEDIA E TRAUMATOLOGIA,4.019214,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,58,GASTROENTEROLOGIA,6.969697,1.315789
2012,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,29,NEFROLOGIA,11.750769,7.041667
2017,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,43,UROLOGIA,5.269987,1
2017,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,56,RECUPERO E RIABILITAZIONE FUNZIONALE,21.669903,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,36,ORTOPEDIA E TRAUMATOLOGIA,8.471503,1.058824
2013,325 - ATS DI BERGAMO,030137-00,OSP.LE SS.CAPITANIO E GEROSA - LOVERE,09,CHIRURGIA GENERALE,5.137763,1.026316
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,38,OTORINOLARINGOIATRIA,3.015896,1
2016,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,26,MEDICINA GENERALE,9.207668,13.75
2014,325 - ATS DI BERGAMO,030145-00,CLINICA  CASTELLI - BERGAMO,34,OCULISTICA,0,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,26,MEDICINA GENERALE,13.623468,2.571429
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030067-00,OSPEDALE MAGGIORE DI LODI,36,ORTOPEDIA E TRAUMATOLOGIA,7.14242,1
2014,325 - ATS DI BERGAMO,030132-00,OSPEDALE CIVILE - S.GIOVANNI BIANCO,09,CHIRURGIA GENERALE,4.189189,1.004739
2014,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,37,OSTETRICIA E GINECOLOGIA,4.187351,1.040712
2015,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,29,NEFROLOGIA,9.199248,4.238095
2014,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,13,CHIRURGIA TORACICA,9.067293,3
2017,328 - ATS DI PAVIA,030198-00,ISTITUTO CLINICO BEATO MATTEO,34,OCULISTICA,1,1
2012,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI,36,ORTOPEDIA E TRAUMATOLOGIA,4.719949,1.029412
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030066-00,OSPEDALE G.SALVINI-GARBAGNATE MIL.SE,14,CHIRURGIA VASCOLARE,10.984615,5.4
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030113-00,CASA DI CURA LA MADONNINA - MILANO,10,CHIRURGIA MAXILLO-FACCIALE,2.25,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,IRCCS MULTIMEDICA - MILANO,36,ORTOPEDIA E TRAUMATOLOGIA,3.157492,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-02,OSPEDALE DI CUGGIONO,37,OSTETRICIA E GINECOLOGIA,4.256604,1
2012,328 - ATS DI PAVIA,030924-00,OSPEDALE POLICLINICO S. MATTEO - PAVIA,34,OCULISTICA,4.775268,1.003731
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE CIVILE DI LEGNANO,32,NEUROLOGIA,11.17316,0
2016,324 - ATS DELLA BRIANZA,030107-00,ISTITUTI CLINICI ZUCCHI SPA-MONZA,09,CHIRURGIA GENERALE,2.974928,1.010955
2014,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,14,CHIRURGIA VASCOLARE,4.170391,1
2014,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,68,PNEUMOLOGIA,9.135367,2
2016,322 - ATS DELL'INSUBRIA,030025-00,OSPEDALE F. VILLA - MARIANO COMENSE,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0,1.556213
2012,326 - ATS DI BRESCIA,030295-00,POLIAMBULANZA - BRESCIA,09,CHIRURGIA GENERALE,5.096707,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),13.686242,12.256579
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,98,DAY SURGERY,0,1.004261
2012,322 - ATS DELL'INSUBRIA,030003-00,OSPEDALE F. DEL PONTE - VARESE,37,OSTETRICIA E GINECOLOGIA,3.723945,1.050711
2012,325 - ATS DI BERGAMO,030905-00,OSPEDALI RIUNITI - BERGAMO,35,ODONTOIATRIA E STOMATOLOGIA,0,1.446181
2015,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,49,TERAPIA INTENSIVA,8.986486,1.02381
2015,324 - ATS DELLA BRIANZA,030381-00,FOND. MB PER IL BAMBINO E LA SUA MAMMA - MONZA,39,PEDIATRIA,9.488062,1.132638
2014,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,38,OTORINOLARINGOIATRIA,3.251055,1.082645
2016,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,30,NEUROCHIRURGIA,8.036926,1.076923
2012,325 - ATS DI BERGAMO,030143-00,CLINICHE GAVAZZENI SPA - BERGAMO,43,UROLOGIA,4.1298,1
2017,322 - ATS DELL'INSUBRIA,030282-02,OSPEDALE LUINI CONFALONIERI - LUINO,36,ORTOPEDIA E TRAUMATOLOGIA,4.235119,1
2017,324 - ATS DELLA BRIANZA,030920-00,I.N.R.C.A.- PRESIDIO DI CASATENOVO,68,PNEUMOLOGIA,8.87256,0
2017,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,09,CHIRURGIA GENERALE,7.07133,1.014663
2013,324 - ATS DELLA BRIANZA,030024-00,OSPEDALE DI CIRCOLO S.L.MANDIC-MERATE,34,OCULISTICA,1.1,1
2013,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,37,OSTETRICIA E GINECOLOGIA,4.113186,1.022648
2016,322 - ATS DELL'INSUBRIA,030038-00,CASA DI CURA LE BETULLE-APPIANO GENTILE,09,CHIRURGIA GENERALE,1.289634,0
2016,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,43,UROLOGIA,4.472318,1.013793
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,CASA DI CURA MULTIMEDICA  S.P.A.,64,ONCOLOGIA,8.328321,2.444444
2014,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,34,OCULISTICA,1.054054,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030113-00,CASA DI CURA LA MADONNINA - MILANO,13,CHIRURGIA TORACICA,5.857143,1
