ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS,POSIZIONE
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,73,TERAPIA INTENSIVA NEONATALE,0.016719588809579,0.018809537410777,"(45.80802245, 8.837196022)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,38,OTORINOLARINGOIATRIA,3.18881094967578,1.09927062005132,"(45.80802245, 8.837196022)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,01,ALLERGOLOGIA,0,0.004179897202395,"(45.80802245, 8.837196022)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,66,ONCOEMATOLOGIA,0,0.003436547163603,"(45.65171815, 10.25368782)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,98,DAY SURGERY,0,2.22152565415639,"(45.20086141, 9.14034225)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,31,NIDO,0.464153989102696,0.02234815503087,"(45.65171815, 10.25368782)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,07,CARDIOCHIRURGIA,0.718238357192994,0.222516428843284,"(45.65171815, 10.25368782)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,60,LUNGODEGENTI,1.02250289905037,0.054846898799636,"(45.1439181, 10.02604335)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,64,ONCOLOGIA,1.19648583857584,0.174487518125643,"(45.65171815, 10.25368782)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,18,EMATOLOGIA,0.304069844031118,0.024361678898636,"(45.68701679, 9.63853045)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,14,CHIRURGIA VASCOLARE,0.838984284771198,0.447411164498878,"(45.80802245, 8.837196022)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,10,CHIRURGIA MAXILLO-FACCIALE,0.621978573161184,0.056970653065755,"(45.44410928, 9.198811423)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,52,DERMATOLOGIA,0.147615732556741,0.020046580964496,"(45.20086141, 9.14034225)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,64,ONCOLOGIA,3.46291708574939,0.256512376722177,"(45.44410928, 9.198811423)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,30,NEUROCHIRURGIA,1.29745027685162,0.52084694567137,"(45.20086141, 9.14034225)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,33,NEUROPSICHIATRIA INFANTILE,0.356223398687867,0.047496453158382,"(45.65171815, 10.25368782)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,11,CHIRURGIA PEDIATRICA,0,0.550994830219868,"(45.1439181, 10.02604335)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,31,NIDO,0.507237824265068,0.045948719427209,"(45.68701679, 9.63853045)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,02,DAY HOSPITAL,0,0.109916544512146,"(45.68701679, 9.63853045)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,37,OSTETRICIA E GINECOLOGIA,13.4264718591186,3.01564203137327,"(45.80802245, 8.837196022)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,34,OCULISTICA,1.63082386326925,0.11802581577807,"(45.65171815, 10.25368782)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,07,CARDIOCHIRURGIA,0.786551604418818,0.215375576237354,"(45.65171815, 10.25368782)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,68,PNEUMOLOGIA,1.87650494951978,0.267362637271676,"(45.69919245, 9.298423314)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,24,MALATTIE INFETTIVE E TROPICALI,0,0.181248235800983,"(46.33431031, 10.32968894)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,69,RADIOLOGIA,0.017660281774,0,"(45.69919245, 9.298423314)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,25,MEDICINA DEL LAVORO,0,0.007726691469346,"(45.1439181, 10.02604335)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,70,RADIOTERAPIA,0.293772285987751,0.036183096807876,"(45.65171815, 10.25368782)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,51,ASTANTERIA,0,0.010120619381906,"(45.68701679, 9.63853045)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,26,MEDICINA GENERALE,19.1710770599972,0.911866298515846,"(45.20086141, 9.14034225)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,30,NEUROCHIRURGIA,2.0101037272644,1.11146911978149,"(46.33431031, 10.32968894)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,26,MEDICINA GENERALE,16.0828418810016,1.0253599695351,"(45.1439181, 10.02604335)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,33,NEUROPSICHIATRIA INFANTILE,0.10190710581114,0.131667588039172,"(45.68701679, 9.63853045)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0,0.138611297401744,"(45.69919245, 9.298423314)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,51,ASTANTERIA,0,0.004301626617089,"(45.65171815, 10.25368782)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,43,UROLOGIA,4.62313706249219,1.07916124188536,"(45.1439181, 10.02604335)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,08,CARDIOLOGIA,8.21036416928433,0.740135203089189,"(45.44410928, 9.198811423)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,65,ONCOEMATOLOGIA PEDIATRICA,0,0.005417895851788,"(45.68701679, 9.63853045)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,52,DERMATOLOGIA,0,0.198793000112748,"(46.33431031, 10.32968894)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,24,MALATTIE INFETTIVE E TROPICALI,0.914053945551331,0.035321594502926,"(45.65171815, 10.25368782)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,47,GRANDI USTIONATI,0.021812358579422,0,"(45.44410928, 9.198811423)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,68,PNEUMOLOGIA,1.51636824527872,0.08267901105348,"(45.65171815, 10.25368782)"
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,49,TERAPIA INTENSIVA,0.917431192660551,0.221245464467978,"(46.33431031, 10.32968894)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,28,UNITA' SPINALE,0,0.027237889440708,"(45.80802245, 8.837196022)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,61,MEDICINA NUCLEARE,0.073009218940977,0.017452402934098,"(45.44410928, 9.198811423)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,61,MEDICINA NUCLEARE,0.065780547869738,0.018500779088364,"(45.44410928, 9.198811423)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,75,NEURO-RIABILITAZIONE,0,0.265271614674032,"(45.68701679, 9.63853045)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,25,MEDICINA DEL LAVORO,0.091474911605366,0.014934679445774,"(45.20086141, 9.14034225)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,67,PENSIONANTI,0,0.443861846963072,"(45.69919245, 9.298423314)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,02,DAY HOSPITAL,0,0.262396148653626,"(45.69919245, 9.298423314)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,RM,RIABILITAZIONE DI MANTENIMENTO,0,0.014940139839709,"(45.69919245, 9.298423314)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,36,ORTOPEDIA E TRAUMATOLOGIA,6.65085225197708,4.35920080211951,"(45.69919245, 9.298423314)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,70,RADIOTERAPIA,0,0.036560999285232,"(45.68701679, 9.63853045)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,62,NEONATOLOGIA,0.587544571975502,0.055136147516763,"(45.65171815, 10.25368782)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,01,ALLERGOLOGIA,0,0.002590680286736,"(45.1439181, 10.02604335)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,01,ALLERGOLOGIA,0.042956618111369,0,"(45.44410928, 9.198811423)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,56,RECUPERO E RIABILITAZIONE FUNZIONALE,6.73351898151322,0.911857641561049,"(45.1439181, 10.02604335)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,26,MEDICINA GENERALE,12.9477751882383,1.08881717020678,"(45.80802245, 8.837196022)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,13,CHIRURGIA TORACICA,0.327976661517153,0.276677747792675,"(45.69919245, 9.298423314)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,37,OSTETRICIA E GINECOLOGIA,17.1887497755505,0.729407135474703,"(45.65171815, 10.25368782)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0,0.000859136790901,"(45.65171815, 10.25368782)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,29,NEFROLOGIA,1.33656319136967,0.091625115404014,"(45.44410928, 9.198811423)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,30,NEUROCHIRURGIA,1.53395952422627,0.164478458159583,"(45.65171815, 10.25368782)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,09,CHIRURGIA GENERALE,13.0235648161884,1.89184047805622,"(45.44410928, 9.198811423)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,07,CARDIOCHIRURGIA,0.642977441862395,0.394082948238242,"(45.69919245, 9.298423314)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,65,ONCOEMATOLOGIA PEDIATRICA,0,0.016819315975239,"(45.69919245, 9.298423314)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,31,NIDO,0.432859498035687,0.060494610987348,"(45.44410928, 9.198811423)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,71,REUMATOLOGIA,0,0.018059652839294,"(45.68701679, 9.63853045)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,14,CHIRURGIA VASCOLARE,1.15344025447032,0.52618279649806,"(46.33431031, 10.32968894)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,24,MALATTIE INFETTIVE E TROPICALI,0.934324789175241,0.039539043516156,"(45.65171815, 10.25368782)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,66,ONCOEMATOLOGIA,0,0.029748547171495,"(45.1439181, 10.02604335)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,68,PNEUMOLOGIA,1.16023670222403,0.269676638895315,"(45.80802245, 8.837196022)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,52,DERMATOLOGIA,0,0.124793867272808,"(46.33431031, 10.32968894)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),0.871578046203951,0.004297722121321,"(45.65171815, 10.25368782)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,73,TERAPIA INTENSIVA NEONATALE,0.028449060663742,0.027155921542663,"(45.1439181, 10.02604335)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,40,PSICHIATRIA,2.24623727456544,0.213133074731869,"(45.20086141, 9.14034225)"
2014,328,ATS DI PAVIA,9.14034225,45.20086141,61,MEDICINA NUCLEARE,0,0.054711977910951,"(45.20086141, 9.14034225)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,18,EMATOLOGIA,0.350788530998707,0.478618249921964,"(46.33431031, 10.32968894)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,08,CARDIOLOGIA,9.71012734779221,0.255690420859451,"(45.65171815, 10.25368782)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,68,PNEUMOLOGIA,1.66751618307265,0.061887198547026,"(45.65171815, 10.25368782)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),0.245466389207825,0.036513125394664,"(45.44410928, 9.198811423)"
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,75,NEURO-RIABILITAZIONE,0.726256797763627,0.383463589219195,"(45.69919245, 9.298423314)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,56,RECUPERO E RIABILITAZIONE FUNZIONALE,6.45006813660428,2.06331235533904,"(46.33431031, 10.32968894)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,65,ONCOEMATOLOGIA PEDIATRICA,0,0.021233756903152,"(45.44410928, 9.198811423)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,40,PSICHIATRIA,1.98496855085658,0.08146776462799,"(45.1439181, 10.02604335)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0.279471332234962,0.013241783821607,"(45.80802245, 8.837196022)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,39,PEDIATRIA,3.67746506086172,1.07186559817461,"(45.68701679, 9.63853045)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,34,OCULISTICA,2.37308518171805,0.61482212903713,"(45.80802245, 8.837196022)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,39,PEDIATRIA,5.81163734192233,0.506362215047217,"(45.44410928, 9.198811423)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,66,ONCOEMATOLOGIA,0,0.022085151796235,"(45.80802245, 8.837196022)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,62,NEONATOLOGIA,0.670916102979752,0.075850541925033,"(45.68701679, 9.63853045)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,31,NIDO,0.323482321605092,0.022368458408863,"(45.65171815, 10.25368782)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,62,NEONATOLOGIA,1.2925161977863,0.09775088838734,"(45.44410928, 9.198811423)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,02,DAY HOSPITAL,0.339269129477822,0.212043205923639,"(45.80802245, 8.837196022)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,50,UNITA' CORONARICA,0.196950892878968,0.040507630450284,"(45.80802245, 8.837196022)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,39,PEDIATRIA,4.62951672218443,2.16128210281816,"(45.69919245, 9.298423314)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,25,MEDICINA DEL LAVORO,0,0.005181360573473,"(45.1439181, 10.02604335)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,98,DAY SURGERY,2.2927520537618,0.860105855196516,"(45.1439181, 10.02604335)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,34,OCULISTICA,1.2284986545181,0.591551086058461,"(45.80802245, 8.837196022)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",0,0.01543829314231,"(45.1439181, 10.02604335)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,51,ASTANTERIA,1.75139787497058,0.035213290607874,"(45.20086141, 9.14034225)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,68,PNEUMOLOGIA,2.8108332961923,0.359525189047853,"(46.33431031, 10.32968894)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,67,PENSIONANTI,0.115237224556843,0.319870599072934,"(45.80802245, 8.837196022)"
2015,328,ATS DI PAVIA,9.14034225,45.20086141,38,OTORINOLARINGOIATRIA,4.25716483027836,0.557659434103244,"(45.20086141, 9.14034225)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),0,0.122974861611735,"(45.69919245, 9.298423314)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,70,RADIOTERAPIA,0,0.024388008164096,"(45.69919245, 9.298423314)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,34,OCULISTICA,1.67027803933444,0.143116822597099,"(45.65171815, 10.25368782)"
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,24,MALATTIE INFETTIVE E TROPICALI,0.902395813325266,0.095731891791052,"(45.44410928, 9.198811423)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,20,IMMUNOLOGIA,0,0.005172556484317,"(45.1439181, 10.02604335)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,09,CHIRURGIA GENERALE,18.9950630075634,0.901553046061884,"(45.65171815, 10.25368782)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,33,NEUROPSICHIATRIA INFANTILE,0,0.160093921767437,"(46.33431031, 10.32968894)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,75,NEURO-RIABILITAZIONE,0.484494064947704,0.292396418143878,"(45.69919245, 9.298423314)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,43,UROLOGIA,5.14545814367702,1.05362035661426,"(45.80802245, 8.837196022)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,01,ALLERGOLOGIA,0,0.019235454790269,"(45.80802245, 8.837196022)"
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,21,GERIATRIA,0.464524791429241,0.036650046161606,"(45.44410928, 9.198811423)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,34,OCULISTICA,0.670555492917629,0.990997940860566,"(46.33431031, 10.32968894)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,RM,RIABILITAZIONE DI MANTENIMENTO,0.263787465655394,0.005223514171394,"(45.1439181, 10.02604335)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,25,MEDICINA DEL LAVORO,0,0.024574886793844,"(45.1439181, 10.02604335)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,58,GASTROENTEROLOGIA,0.905515830470714,0.049986655077841,"(45.44410928, 9.198811423)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,47,GRANDI USTIONATI,0,0.001720650646836,"(45.65171815, 10.25368782)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,08,CARDIOLOGIA,8.56959123595121,0.709491611262411,"(45.44410928, 9.198811423)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,09,CHIRURGIA GENERALE,14.7269658371047,4.74443600332258,"(46.33431031, 10.32968894)"
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,07,CARDIOCHIRURGIA,0.354818964578889,0.595134597959013,"(45.80802245, 8.837196022)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,34,OCULISTICA,0.794156867969481,0.486324075499226,"(45.1439181, 10.02604335)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,21,GERIATRIA,0.833601839836117,0.144845709758758,"(46.33431031, 10.32968894)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,37,OSTETRICIA E GINECOLOGIA,13.2974160744334,2.7467212725806,"(45.20086141, 9.14034225)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,13,CHIRURGIA TORACICA,0.395078743727315,0.154145477060821,"(45.1439181, 10.02604335)"
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,43,UROLOGIA,6.54761728807447,2.10174080894851,"(46.33431031, 10.32968894)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,24,MALATTIE INFETTIVE E TROPICALI,0.820102492381948,0.096019117435466,"(45.44410928, 9.198811423)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,29,NEFROLOGIA,0.625389701791788,0.07467339722887,"(45.20086141, 9.14034225)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,50,UNITA' CORONARICA,0.246493034255118,0.033359959523249,"(45.20086141, 9.14034225)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,32,NEUROLOGIA,4.12551499437514,0.342866250655616,"(45.20086141, 9.14034225)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,98,DAY SURGERY,4.37405752544159,1.48008573905336,"(45.80802245, 8.837196022)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,14,CHIRURGIA VASCOLARE,1.78491256118527,0.259159083525878,"(45.20086141, 9.14034225)"
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,30,NEUROCHIRURGIA,1.24863470422487,0.809190087421429,"(45.69919245, 9.298423314)"
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,12,CHIRURGIA PLASTICA,0.791027488205215,0.768592885073345,"(45.69919245, 9.298423314)"
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,07,CARDIOCHIRURGIA,0.72267327167095,0.172065064683559,"(45.65171815, 10.25368782)"
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,31,NIDO,0.409044410934238,0.032054587568952,"(45.80802245, 8.837196022)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,24,MALATTIE INFETTIVE E TROPICALI,1.16536700006596,0.111233698119504,"(45.1439181, 10.02604335)"
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,24,MALATTIE INFETTIVE E TROPICALI,0.626933341312485,0.125386668262497,"(45.80802245, 8.837196022)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,98,DAY SURGERY,3.00964114566826,0.612222231252049,"(45.68701679, 9.63853045)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,26,MEDICINA GENERALE,17.0173909434276,1.66912736953828,"(46.33431031, 10.32968894)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),0,0.086187983828,"(45.1439181, 10.02604335)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,75,NEURO-RIABILITAZIONE,0,0.082337563425654,"(45.1439181, 10.02604335)"
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,56,RECUPERO E RIABILITAZIONE FUNZIONALE,7.05144402990621,2.25337039404254,"(46.33431031, 10.32968894)"
2017,328,ATS DI PAVIA,9.14034225,45.20086141,50,UNITA' CORONARICA,0.275924575743123,0.010963890426879,"(45.20086141, 9.14034225)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,40,PSICHIATRIA,1.52239039347606,0.031788061263326,"(45.65171815, 10.25368782)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,31,NIDO,0.521852804347959,0.037524532754117,"(45.65171815, 10.25368782)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,12,CHIRURGIA PLASTICA,1.06117306805662,0.727590582544282,"(45.69919245, 9.298423314)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,61,MEDICINA NUCLEARE,0.110597022837828,0.028334774446055,"(45.68701679, 9.63853045)"
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,24,MALATTIE INFETTIVE E TROPICALI,1.14119466630743,0.104922551612828,"(45.1439181, 10.02604335)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,37,OSTETRICIA E GINECOLOGIA,12.0304586177722,3.2555126724179,"(45.1439181, 10.02604335)"
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,68,PNEUMOLOGIA,1.61684107969963,0.256295213308205,"(45.44410928, 9.198811423)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,20,IMMUNOLOGIA,0,0.007835271257091,"(45.1439181, 10.02604335)"
2013,328,ATS DI PAVIA,9.14034225,45.20086141,38,OTORINOLARINGOIATRIA,4.60367441420838,0.563412649725985,"(45.20086141, 9.14034225)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),0.228176275423154,0.027310673892347,"(45.44410928, 9.198811423)"
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,98,DAY SURGERY,2.25876947287223,0.821604859573821,"(45.1439181, 10.02604335)"
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,18,EMATOLOGIA,0.258288507387197,0.112070945578174,"(45.44410928, 9.198811423)"
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,71,REUMATOLOGIA,0,0.086187983828,"(45.1439181, 10.02604335)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,RM,RIABILITAZIONE DI MANTENIMENTO,0.057821911299795,0.000696649533732,"(45.80802245, 8.837196022)"
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,18,EMATOLOGIA,0.331874468482297,0.034269646201976,"(45.68701679, 9.63853045)"
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,70,RADIOTERAPIA,0,0.020741207802013,"(45.69919245, 9.298423314)"
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,73,TERAPIA INTENSIVA NEONATALE,0.032163110713146,0.048887928283982,"(45.1439181, 10.02604335)"
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,60,LUNGODEGENTI,0.897797946491242,0.235403480706795,"(45.65171815, 10.25368782)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),0,0.057269408567643,"(45.80802245, 8.837196022)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,67,PENSIONANTI,0,0.121552792453054,"(46.33431031, 10.32968894)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,70,RADIOTERAPIA,0,0.020721971506388,"(45.68701679, 9.63853045)"
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,31,NIDO,0.213458562356583,0.085976365393624,"(46.33431031, 10.32968894)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,28,UNITA' SPINALE,0,0.014629640208382,"(45.80802245, 8.837196022)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,32,NEUROLOGIA,3.30472284178596,0.1481783964513,"(45.65171815, 10.25368782)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,35,ODONTOIATRIA E STOMATOLOGIA,0.995373205540454,0.026506724481794,"(45.68701679, 9.63853045)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,38,OTORINOLARINGOIATRIA,4.0863182254538,0.585845533885963,"(45.20086141, 9.14034225)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,39,PEDIATRIA,6.17252479171745,1.16703880142112,"(45.80802245, 8.837196022)"
