ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,POSIZIONE ATS,CODICE MDC,DESCRIZIONE MDC,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),14,"GRAVIDANZA, PARTO E PUERPERIO",10.27,0.95
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,0.00,8.94
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.65,0.27
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,4.39
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),NA,MDC NON APPLICABILE,0.00,0.05
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),NA,MDC NON APPLICABILE,0.04,0.03
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,1.60,1.17
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,17.01,0.78
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,1.28
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,15.56,3.33
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,12.68,2.05
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,0.00,17.71
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),22,USTIONI,0.08,0.03
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),19,MALATTIE E DISTURBI MENTALI,0.00,2.62
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),25,INFEZIONI DA HIV,0.00,0.13
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.05
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),02,MALATTIE E DISTURBI OCCHIO,0.00,2.21
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,4.32
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),22,USTIONI,0.03,0.01
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,4.61
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.09
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),02,MALATTIE E DISTURBI OCCHIO,1.52,0.66
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,0.95
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.31
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),11,MALATTIE E DISTURBI RENE E VIE URINARIE,4.93,0.94
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,6.86
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,1.27
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,0.00,9.96
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.34
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),24,TRAUMATISMI MULTIPLI,0.00,0.11
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.12,2.37
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,6.23
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,2.78,0.22
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,1.88
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.50,0.54
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,22.54
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),NA,MDC NON APPLICABILE,0.03,0.01
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),11,MALATTIE E DISTURBI RENE E VIE URINARIE,5.07,1.10
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.91
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),25,INFEZIONI DA HIV,0.02,0.04
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,2.91,0.24
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,6.43
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),01,MALATTIE E DISTURBI SISTEMA NERVOSO,0.00,8.69
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),14,"GRAVIDANZA, PARTO E PUERPERIO",7.55,1.59
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.43
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.20
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",2.05,0.18
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,1.88,0.68
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.87,0.17
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,14.74,1.53
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),19,MALATTIE E DISTURBI MENTALI,2.26,0.08
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),02,MALATTIE E DISTURBI OCCHIO,1.86,0.20
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.83,0.21
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,2.78
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),14,"GRAVIDANZA, PARTO E PUERPERIO",9.41,1.17
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,3.04
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.21
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),02,MALATTIE E DISTURBI OCCHIO,0.00,2.19
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),02,MALATTIE E DISTURBI OCCHIO,1.16,0.58
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),19,MALATTIE E DISTURBI MENTALI,2.50,0.55
2019,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),#,DATO ERRATO,0.00,0.00
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,0.00,2.50
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.48,0.27
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.45,0.50
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.22
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,13.93
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,1.66,1.18
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.90,0.37
2015,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,0.00,5.62
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),01,MALATTIE E DISTURBI SISTEMA NERVOSO,5.42,2.29
2018,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.70,0.19
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,3.30
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),25,INFEZIONI DA HIV,0.00,0.16
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,11.45,4.55
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,0.00,12.02
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),14,"GRAVIDANZA, PARTO E PUERPERIO",9.87,0.28
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,7.72
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,11.37
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.48,0.06
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,3.47,1.32
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.26,1.06
2019,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),01,MALATTIE E DISTURBI SISTEMA NERVOSO,5.42,2.29
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.41
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),24,TRAUMATISMI MULTIPLI,0.00,0.10
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,0.00,15.92
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,1.31
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),11,MALATTIE E DISTURBI RENE E VIE URINARIE,0.00,7.23
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,1.04,2.13
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,0.00,5.45
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),01,MALATTIE E DISTURBI SISTEMA NERVOSO,7.50,1.44
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,11.13,4.72
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,15.01,2.33
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),06,MALATTIE E DISTURBI APPARATO DIGERENTE,0.00,12.90
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.51,0.04
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,2.10
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),02,MALATTIE E DISTURBI OCCHIO,0.00,2.06
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),22,USTIONI,0.09,0.05
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.00,0.84
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.34
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),18,MALATTIE INFETTIVE E PARASSITARIE,1.48,0.38
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",5.49,0.97
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),25,INFEZIONI DA HIV,0.00,0.21
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,5.17
2019,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.33,0.09
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,1.55,0.04
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),06,MALATTIE E DISTURBI APPARATO DIGERENTE,9.98,0.99
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.64,0.09
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,0.00,16.67
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),22,USTIONI,0.02,0.02
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),15,MALATTIE E DISTURBI PERIODO PERINATALE,0.00,1.40
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),24,TRAUMATISMI MULTIPLI,0.00,0.20
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),19,MALATTIE E DISTURBI MENTALI,1.89,0.58
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.21
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),01,MALATTIE E DISTURBI SISTEMA NERVOSO,0.00,10.44
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),06,MALATTIE E DISTURBI APPARATO DIGERENTE,9.86,3.20
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),PR,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.47
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.36,0.41
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.86
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),24,TRAUMATISMI MULTIPLI,0.00,0.16
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,7.24
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,11.22,6.14
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),02,MALATTIE E DISTURBI OCCHIO,0.00,2.21
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,1.95
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,12.00
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),02,MALATTIE E DISTURBI OCCHIO,0.00,2.39
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),19,MALATTIE E DISTURBI MENTALI,0.00,3.13
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,3.43,0.79
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),24,TRAUMATISMI MULTIPLI,0.00,0.13
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,14.79,2.35
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,0.00,3.28
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",0.41,0.27
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),06,MALATTIE E DISTURBI APPARATO DIGERENTE,0.00,11.23
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),18,MALATTIE INFETTIVE E PARASSITARIE,0.00,1.80
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.10,0.11
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,1.83,0.67
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,0.00,2.49
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.26,0.88
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,0.00,17.58
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.81,1.55
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),24,TRAUMATISMI MULTIPLI,0.07,0.03
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),14,"GRAVIDANZA, PARTO E PUERPERIO",7.24,2.45
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),18,MALATTIE INFETTIVE E PARASSITARIE,1.24,0.15
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,10.28
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,0.00,16.81
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),24,TRAUMATISMI MULTIPLI,0.07,0.01
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,0.00,9.07
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.00,2.21
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,0.00,0.70
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,0.00,0.89
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,3.08,0.32
2015,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",0.00,6.42
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),14,"GRAVIDANZA, PARTO E PUERPERIO",0.00,13.57
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.42,0.91
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),,PREMDC (DRG SENZA SPECIFICA MDC),0.00,0.04
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),24,TRAUMATISMI MULTIPLI,0.00,0.10
