ANNO,ATS STRUTTURA,CODICE DISCIPLINA,DESCRIZIONE DISCIPLINA,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,73,TERAPIA INTENSIVA NEONATALE,28.785311,0
2017,322 - ATS DELL'INSUBRIA,75,NEURO-RIABILITAZIONE,32.067138,0
2017,323 - ATS DELLA MONTAGNA,08,CARDIOLOGIA,6.354222,1
2017,324 - ATS DELLA BRIANZA,02,DAY HOSPITAL,0,1
2017,325 - ATS DI BERGAMO,28,UNITA' SPINALE,60.929577,0
2017,325 - ATS DI BERGAMO,RM,RIABILITAZIONE DI MANTENIMENTO,32.75,0
2017,326 - ATS DI BRESCIA,30,NEUROCHIRURGIA,9.21435,1
2017,326 - ATS DI BRESCIA,49,TERAPIA INTENSIVA,13,0
2017,326 - ATS DI BRESCIA,62,NEONATOLOGIA,14.654077,0
2017,328 - ATS DI PAVIA,75,NEURO-RIABILITAZIONE,45.048327,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,47,GRANDI USTIONATI,21.508772,0
2012,322 - ATS DELL'INSUBRIA,24,MALATTIE INFETTIVE E TROPICALI,16.565913,3.888889
2012,324 - ATS DELLA BRIANZA,07,CARDIOCHIRURGIA,12.903197,0
2012,325 - ATS DI BERGAMO,06,CARDIOCHIRURGIA PEDIATRICA,13.610922,1
2012,325 - ATS DI BERGAMO,28,UNITA' SPINALE,68.225352,0
2012,327 - ATS DELLA VAL PADANA,02,DAY HOSPITAL,0,1.098039
2012,328 - ATS DI PAVIA,02,DAY HOSPITAL,0,1
2013,323 - ATS DELLA MONTAGNA,13,CHIRURGIA TORACICA,7.865385,1
2013,323 - ATS DELLA MONTAGNA,28,UNITA' SPINALE,30.308081,0
2013,323 - ATS DELLA MONTAGNA,68,PNEUMOLOGIA,11.98,0
2013,324 - ATS DELLA BRIANZA,52,DERMATOLOGIA,2.630017,0
2013,325 - ATS DI BERGAMO,10,CHIRURGIA MAXILLO-FACCIALE,2.626822,1
2013,326 - ATS DI BRESCIA,52,DERMATOLOGIA,10.407166,1
2013,326 - ATS DI BRESCIA,62,NEONATOLOGIA,15.40172,0
2013,327 - ATS DELLA VAL PADANA,30,NEUROCHIRURGIA,7.869281,1
2013,328 - ATS DI PAVIA,67,PENSIONANTI,2.942966,0
2013,REGIONE LOMBARDIA,73,TERAPIA INTENSIVA NEONATALE,16.335435,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",9.577406,11.44302
2014,322 - ATS DELL'INSUBRIA,07,CARDIOCHIRURGIA,13.855513,0
2014,322 - ATS DELL'INSUBRIA,24,MALATTIE INFETTIVE E TROPICALI,17.201589,0
2014,323 - ATS DELLA MONTAGNA,64,ONCOLOGIA,14.639098,1
2014,325 - ATS DI BERGAMO,13,CHIRURGIA TORACICA,7.607595,1
2014,326 - ATS DI BRESCIA,73,TERAPIA INTENSIVA NEONATALE,15.101538,0
2014,328 - ATS DI PAVIA,07,CARDIOCHIRURGIA,13.677843,1
2014,REGIONE LOMBARDIA,51,ASTANTERIA,5.009774,0
2014,REGIONE LOMBARDIA,RM,RIABILITAZIONE DI MANTENIMENTO,23.301205,0
2015,322 - ATS DELL'INSUBRIA,73,TERAPIA INTENSIVA NEONATALE,22.825,0
2015,325 - ATS DI BERGAMO,12,CHIRURGIA PLASTICA,3.51382,0
2015,REGIONE LOMBARDIA,RM,RIABILITAZIONE DI MANTENIMENTO,24.613772,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,60,LUNGODEGENTI,29.814563,0
2016,322 - ATS DELL'INSUBRIA,07,CARDIOCHIRURGIA,16.469526,0
2016,322 - ATS DELL'INSUBRIA,62,NEONATOLOGIA,11.054164,0
2016,326 - ATS DI BRESCIA,30,NEUROCHIRURGIA,9.658406,1
2016,326 - ATS DI BRESCIA,40,PSICHIATRIA,15.633929,5.857143
2016,326 - ATS DI BRESCIA,60,LUNGODEGENTI,23.925036,0
2016,327 - ATS DELLA VAL PADANA,32,NEUROLOGIA,9.63666,1
2016,327 - ATS DELLA VAL PADANA,52,DERMATOLOGIA,0,13.461538
2016,328 - ATS DI PAVIA,31,NIDO,5.361582,0
2017,322 - ATS DELL'INSUBRIA,68,PNEUMOLOGIA,14.102814,0
2017,327 - ATS DELLA VAL PADANA,98,DAY SURGERY,0,1
2017,328 - ATS DI PAVIA,31,NIDO,5.5,0
2017,REGIONE LOMBARDIA,54,EMODIALISI,9.581818,0
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,70,RADIOTERAPIA,5.614973,0
2012,322 - ATS DELL'INSUBRIA,RM,RIABILITAZIONE DI MANTENIMENTO,21.060606,0
2012,323 - ATS DELLA MONTAGNA,34,OCULISTICA,3.127358,1
2012,324 - ATS DELLA BRIANZA,32,NEUROLOGIA,10.689754,5.136364
2012,327 - ATS DELLA VAL PADANA,21,GERIATRIA,12.583333,0
2012,328 - ATS DI PAVIA,13,CHIRURGIA TORACICA,8.408333,0
2012,328 - ATS DI PAVIA,25,MEDICINA DEL LAVORO,4.43662,0
2012,328 - ATS DI PAVIA,29,NEFROLOGIA,7.631111,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,25,MEDICINA DEL LAVORO,3.635036,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,28,UNITA' SPINALE,69.261468,0
2013,322 - ATS DELL'INSUBRIA,31,NIDO,4.749073,0
2013,322 - ATS DELL'INSUBRIA,68,PNEUMOLOGIA,13.164262,0
2013,322 - ATS DELL'INSUBRIA,RM,RIABILITAZIONE DI MANTENIMENTO,37.068783,0
2013,324 - ATS DELLA BRIANZA,35,ODONTOIATRIA E STOMATOLOGIA,0,1
2013,327 - ATS DELLA VAL PADANA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,22.069546,21.347368
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,31,NIDO,4.251621,0
2014,322 - ATS DELL'INSUBRIA,32,NEUROLOGIA,9.806479,2.952381
2014,323 - ATS DELLA MONTAGNA,75,NEURO-RIABILITAZIONE,43.407652,0
2014,324 - ATS DELLA BRIANZA,32,NEUROLOGIA,11.376956,6.7
2014,326 - ATS DI BRESCIA,21,GERIATRIA,6.192732,0
2014,326 - ATS DI BRESCIA,29,NEFROLOGIA,7.802071,1
2014,327 - ATS DELLA VAL PADANA,70,RADIOTERAPIA,16.648712,1
2015,326 - ATS DI BRESCIA,RM,RIABILITAZIONE DI MANTENIMENTO,16.256,0
2015,327 - ATS DELLA VAL PADANA,58,GASTROENTEROLOGIA,6.786174,1.170732
2015,328 - ATS DI PAVIA,07,CARDIOCHIRURGIA,12.933896,1
2015,328 - ATS DI PAVIA,32,NEUROLOGIA,8.183727,0
2015,328 - ATS DI PAVIA,38,OTORINOLARINGOIATRIA,4.010563,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,62,NEONATOLOGIA,10.696856,1
2016,323 - ATS DELLA MONTAGNA,31,NIDO,3.011765,0
2016,324 - ATS DELLA BRIANZA,60,LUNGODEGENTI,25.75,0
2016,325 - ATS DI BERGAMO,68,PNEUMOLOGIA,16.130435,0
2016,326 - ATS DI BRESCIA,31,NIDO,6.371069,0
2016,326 - ATS DI BRESCIA,52,DERMATOLOGIA,10.782991,1
2016,327 - ATS DELLA VAL PADANA,50,UNITA' CORONARICA,5.916335,0
2016,327 - ATS DELLA VAL PADANA,51,ASTANTERIA,5.768997,0
2016,REGIONE LOMBARDIA,25,MEDICINA DEL LAVORO,5.797753,1.470588
2017,322 - ATS DELL'INSUBRIA,07,CARDIOCHIRURGIA,15.44489,0
2017,322 - ATS DELL'INSUBRIA,10,CHIRURGIA MAXILLO-FACCIALE,7.012755,0
2017,322 - ATS DELL'INSUBRIA,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",10.145161,1.276074
2017,326 - ATS DI BRESCIA,73,TERAPIA INTENSIVA NEONATALE,13.522936,0
2017,327 - ATS DELLA VAL PADANA,38,OTORINOLARINGOIATRIA,3.320427,1
2017,328 - ATS DI PAVIA,60,LUNGODEGENTI,36.682171,0
2017,328 - ATS DI PAVIA,73,TERAPIA INTENSIVA NEONATALE,29,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,78,UROLOGIA PEDIATRICA,1.666667,1
2015,REGIONE LOMBARDIA,62,NEONATOLOGIA,12.167937,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,10,CHIRURGIA MAXILLO-FACCIALE,4.068995,1
2017,327 - ATS DELLA VAL PADANA,26,MEDICINA GENERALE,9.340289,3.236152
2013,REGIONE LOMBARDIA,67,PENSIONANTI,3.609015,1
2017,REGIONE LOMBARDIA,43,UROLOGIA,4.758948,1.197374
2012,322 - ATS DELL'INSUBRIA,68,PNEUMOLOGIA,13.12013,2
2017,325 - ATS DI BERGAMO,43,UROLOGIA,4.823694,1.3087
2016,326 - ATS DI BRESCIA,11,CHIRURGIA PEDIATRICA,6.095286,1.004532
2015,322 - ATS DELL'INSUBRIA,26,MEDICINA GENERALE,10.258936,2.556452
2015,322 - ATS DELL'INSUBRIA,09,CHIRURGIA GENERALE,6.133541,1.005213
2013,322 - ATS DELL'INSUBRIA,43,UROLOGIA,5.475333,1.087044
2014,325 - ATS DI BERGAMO,26,MEDICINA GENERALE,10.067998,3
2016,322 - ATS DELL'INSUBRIA,19,"MALATTIE ENDOCRINE,DEL RICAMBIO E DELLA NUTRIZIONE",9.341108,1.556213
2016,325 - ATS DI BERGAMO,64,ONCOLOGIA,8.603717,1.924242
2016,324 - ATS DELLA BRIANZA,36,ORTOPEDIA E TRAUMATOLOGIA,5.906815,1.012771
2015,326 - ATS DI BRESCIA,37,OSTETRICIA E GINECOLOGIA,3.805429,1.005152
2012,326 - ATS DI BRESCIA,37,OSTETRICIA E GINECOLOGIA,3.72981,1.000295
2014,322 - ATS DELL'INSUBRIA,14,CHIRURGIA VASCOLARE,5.474662,1
2012,326 - ATS DI BRESCIA,07,CARDIOCHIRURGIA,11.094053,0
2015,326 - ATS DI BRESCIA,11,CHIRURGIA PEDIATRICA,5.972194,1.01387
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,11,CHIRURGIA PEDIATRICA,3.817862,1.015792
2012,322 - ATS DELL'INSUBRIA,18,EMATOLOGIA,19.298611,8.955556
2012,328 - ATS DI PAVIA,51,ASTANTERIA,1.030977,0
2012,328 - ATS DI PAVIA,71,REUMATOLOGIA,12.468531,2.526589
2014,REGIONE LOMBARDIA,13,CHIRURGIA TORACICA,7.304168,1.083538
2014,328 - ATS DI PAVIA,43,UROLOGIA,5.261434,1.019212
2013,324 - ATS DELLA BRIANZA,14,CHIRURGIA VASCOLARE,10.154684,1
2014,323 - ATS DELLA MONTAGNA,14,CHIRURGIA VASCOLARE,8.695,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,32,NEUROLOGIA,8.828917,1.313953
2012,REGIONE LOMBARDIA,08,CARDIOLOGIA,6.215918,1.098399
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,14,CHIRURGIA VASCOLARE,6.331095,5.102941
2015,327 - ATS DELLA VAL PADANA,36,ORTOPEDIA E TRAUMATOLOGIA,5.267052,1.086819
2015,325 - ATS DI BERGAMO,09,CHIRURGIA GENERALE,6.050052,1.004777
2017,322 - ATS DELL'INSUBRIA,08,CARDIOLOGIA,7.130026,1.009371
2017,REGIONE LOMBARDIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.210824,1.03607
2017,325 - ATS DI BERGAMO,35,ODONTOIATRIA E STOMATOLOGIA,0,1.186441
2015,325 - ATS DI BERGAMO,38,OTORINOLARINGOIATRIA,2.652236,1.001919
2012,323 - ATS DELLA MONTAGNA,37,OSTETRICIA E GINECOLOGIA,3.75825,1.008323
2013,REGIONE LOMBARDIA,58,GASTROENTEROLOGIA,8.822081,1.874555
2012,327 - ATS DELLA VAL PADANA,38,OTORINOLARINGOIATRIA,3.340158,1.003257
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,18,EMATOLOGIA,20.002909,3.56259
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,40,PSICHIATRIA,12.563217,12.714286
2017,326 - ATS DI BRESCIA,32,NEUROLOGIA,8.008374,1
2016,324 - ATS DELLA BRIANZA,43,UROLOGIA,5.499188,1.305594
2017,326 - ATS DI BRESCIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),11.589464,1.704762
2014,326 - ATS DI BRESCIA,32,NEUROLOGIA,7.541738,1.038012
2013,327 - ATS DELLA VAL PADANA,58,GASTROENTEROLOGIA,6.552795,1.021277
2017,REGIONE LOMBARDIA,67,PENSIONANTI,3.38288,1
2015,REGIONE LOMBARDIA,49,TERAPIA INTENSIVA,13.329254,1.170213
2015,322 - ATS DELL'INSUBRIA,37,OSTETRICIA E GINECOLOGIA,3.555972,1.006633
2014,324 - ATS DELLA BRIANZA,36,ORTOPEDIA E TRAUMATOLOGIA,6.158181,1.118114
2017,328 - ATS DI PAVIA,71,REUMATOLOGIA,14.272265,1.012048
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,68,PNEUMOLOGIA,10.74303,0
2015,REGIONE LOMBARDIA,21,GERIATRIA,11.212021,2.1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,24,MALATTIE INFETTIVE E TROPICALI,15.691372,5.088235
2012,REGIONE LOMBARDIA,98,DAY SURGERY,1,1.055467
2012,323 - ATS DELLA MONTAGNA,52,DERMATOLOGIA,0,1
2016,322 - ATS DELL'INSUBRIA,09,CHIRURGIA GENERALE,6.190635,1.002359
2014,326 - ATS DI BRESCIA,12,CHIRURGIA PLASTICA,5.949482,1.030189
2016,328 - ATS DI PAVIA,09,CHIRURGIA GENERALE,5.66586,1.264266
2012,323 - ATS DELLA MONTAGNA,09,CHIRURGIA GENERALE,6.530064,1.027586
2015,326 - ATS DI BRESCIA,39,PEDIATRIA,4.749952,8.111111
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,18,EMATOLOGIA,21.437586,6.586614
2016,326 - ATS DI BRESCIA,12,CHIRURGIA PLASTICA,5.986005,1.019841
2017,322 - ATS DELL'INSUBRIA,39,PEDIATRIA,4.15657,1.197183
2014,325 - ATS DI BERGAMO,09,CHIRURGIA GENERALE,5.82757,1.006462
2012,322 - ATS DELL'INSUBRIA,37,OSTETRICIA E GINECOLOGIA,3.654906,1.046537
2016,328 - ATS DI PAVIA,32,NEUROLOGIA,8.219253,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,39,PEDIATRIA,5.043683,1.290427
2013,327 - ATS DELLA VAL PADANA,38,OTORINOLARINGOIATRIA,3.298217,1.003555
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,67,PENSIONANTI,3.374538,1.342857
2017,324 - ATS DELLA BRIANZA,12,CHIRURGIA PLASTICA,2.036154,1.001473
2014,325 - ATS DI BERGAMO,98,DAY SURGERY,0,1.029538
2013,328 - ATS DI PAVIA,09,CHIRURGIA GENERALE,5.762968,1.388208
2012,REGIONE LOMBARDIA,43,UROLOGIA,4.914879,1.386212
2016,326 - ATS DI BRESCIA,26,MEDICINA GENERALE,9.16676,1
2014,327 - ATS DELLA VAL PADANA,38,OTORINOLARINGOIATRIA,3.334823,1.002465
2015,328 - ATS DI PAVIA,43,UROLOGIA,5.612038,1.013631
2015,REGIONE LOMBARDIA,38,OTORINOLARINGOIATRIA,3.433795,1.110001
2017,322 - ATS DELL'INSUBRIA,31,NIDO,5.061728,0
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),15.321088,12.356688
2016,REGIONE LOMBARDIA,39,PEDIATRIA,4.750951,1.317812
2017,REGIONE LOMBARDIA,11,CHIRURGIA PEDIATRICA,3.833441,1.016211
2014,327 - ATS DELLA VAL PADANA,36,ORTOPEDIA E TRAUMATOLOGIA,5.262206,1.109877
2017,324 - ATS DELLA BRIANZA,38,OTORINOLARINGOIATRIA,3.887311,1.398714
2016,328 - ATS DI PAVIA,37,OSTETRICIA E GINECOLOGIA,4.139019,1.000904
2012,328 - ATS DI PAVIA,65,ONCOEMATOLOGIA PEDIATRICA,16.615819,3.254676
2015,324 - ATS DELLA BRIANZA,34,OCULISTICA,1.822502,1.006897
2014,REGIONE LOMBARDIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),12.150931,6.375648
2017,REGIONE LOMBARDIA,31,NIDO,4.525218,0
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,71,REUMATOLOGIA,8.953724,6.162465
2017,REGIONE LOMBARDIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),12.323606,3.404762
2016,325 - ATS DI BERGAMO,07,CARDIOCHIRURGIA,14.039645,1.96124
2012,REGIONE LOMBARDIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),11.970373,5.210031
2014,322 - ATS DELL'INSUBRIA,52,DERMATOLOGIA,10.006711,3.5875
2016,326 - ATS DI BRESCIA,14,CHIRURGIA VASCOLARE,5.94996,1.052632
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,13,CHIRURGIA TORACICA,6.818286,1
2013,323 - ATS DELLA MONTAGNA,75,NEURO-RIABILITAZIONE,41.376488,0
2014,326 - ATS DI BRESCIA,10,CHIRURGIA MAXILLO-FACCIALE,3.566757,1.087657
2016,REGIONE LOMBARDIA,21,GERIATRIA,11.387787,1.982759
2016,REGIONE LOMBARDIA,33,NEUROPSICHIATRIA INFANTILE,8.051126,3.450361
2013,326 - ATS DI BRESCIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),11.89829,1.777778
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,07,CARDIOCHIRURGIA,12.562026,1.1
2017,325 - ATS DI BERGAMO,09,CHIRURGIA GENERALE,5.905244,1.028824
2013,325 - ATS DI BERGAMO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),8.696498,1.097561
2012,324 - ATS DELLA BRIANZA,13,CHIRURGIA TORACICA,5.574555,1.303571
2016,323 - ATS DELLA MONTAGNA,26,MEDICINA GENERALE,10.692319,3.426471
2017,325 - ATS DI BERGAMO,64,ONCOLOGIA,9.540736,1.321429
2017,327 - ATS DELLA VAL PADANA,43,UROLOGIA,5.036942,1.00468
2013,323 - ATS DELLA MONTAGNA,26,MEDICINA GENERALE,10.224233,6.75
2017,326 - ATS DI BRESCIA,37,OSTETRICIA E GINECOLOGIA,3.741993,1.003478
2017,REGIONE LOMBARDIA,70,RADIOTERAPIA,13.746046,1.078431
2013,324 - ATS DELLA BRIANZA,34,OCULISTICA,1.881606,1.097345
2014,322 - ATS DELL'INSUBRIA,09,CHIRURGIA GENERALE,6.352983,1.005161
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,35,ODONTOIATRIA E STOMATOLOGIA,2.266667,1.635505
2013,326 - ATS DI BRESCIA,64,ONCOLOGIA,5.915656,5.736842
2017,327 - ATS DELLA VAL PADANA,32,NEUROLOGIA,10.147837,1
2013,326 - ATS DI BRESCIA,37,OSTETRICIA E GINECOLOGIA,3.724788,1.001056
2015,326 - ATS DI BRESCIA,24,MALATTIE INFETTIVE E TROPICALI,12.906799,1.333333
2014,REGIONE LOMBARDIA,09,CHIRURGIA GENERALE,6.081399,1.077548
2013,326 - ATS DI BRESCIA,32,NEUROLOGIA,7.580185,1.02509
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,49,TERAPIA INTENSIVA,14.0625,1
2015,326 - ATS DI BRESCIA,26,MEDICINA GENERALE,9.134503,1.025
2014,REGIONE LOMBARDIA,12,CHIRURGIA PLASTICA,3.431409,1.004523
2017,324 - ATS DELLA BRIANZA,43,UROLOGIA,5.660084,1.287392
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,09,CHIRURGIA GENERALE,5.806886,1.03439
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,13,CHIRURGIA TORACICA,6.7151,1
2015,322 - ATS DELL'INSUBRIA,52,DERMATOLOGIA,11.62406,3.757576
2016,326 - ATS DI BRESCIA,13,CHIRURGIA TORACICA,8.491961,2.235294
2014,322 - ATS DELL'INSUBRIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,24.368157,22
2016,REGIONE LOMBARDIA,11,CHIRURGIA PEDIATRICA,4.184603,1.016735
2017,325 - ATS DI BERGAMO,37,OSTETRICIA E GINECOLOGIA,3.435994,1.006322
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),16.314993,6.59292
2012,REGIONE LOMBARDIA,35,ODONTOIATRIA E STOMATOLOGIA,2.635294,1.484158
2013,328 - ATS DI PAVIA,33,NEUROPSICHIATRIA INFANTILE,5.847619,1.186099
2017,325 - ATS DI BERGAMO,34,OCULISTICA,1.286813,1
2013,322 - ATS DELL'INSUBRIA,09,CHIRURGIA GENERALE,6.143386,1.012695
2017,328 - ATS DI PAVIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.11502,1.004537
2015,REGIONE LOMBARDIA,02,DAY HOSPITAL,0,2.455975
2014,REGIONE LOMBARDIA,40,PSICHIATRIA,12.992585,7.70122
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,64,ONCOLOGIA,8.195574,2.724551
2014,327 - ATS DELLA VAL PADANA,34,OCULISTICA,2.172932,1.107955
2017,326 - ATS DI BRESCIA,08,CARDIOLOGIA,5.958433,1.002058
2016,327 - ATS DELLA VAL PADANA,08,CARDIOLOGIA,6.586747,1
2012,REGIONE LOMBARDIA,67,PENSIONANTI,3.783944,1
2017,328 - ATS DI PAVIA,49,TERAPIA INTENSIVA,14.342466,0
2013,REGIONE LOMBARDIA,60,LUNGODEGENTI,29.853548,0
2014,327 - ATS DELLA VAL PADANA,29,NEFROLOGIA,11.106075,4.875
2017,324 - ATS DELLA BRIANZA,26,MEDICINA GENERALE,12.173034,1.803204
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,52,DERMATOLOGIA,16.739726,4.307563
2017,322 - ATS DELL'INSUBRIA,12,CHIRURGIA PLASTICA,2.638393,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,29,NEFROLOGIA,10.446243,3.177122
2014,325 - ATS DI BERGAMO,52,DERMATOLOGIA,10.712575,1.001404
2017,324 - ATS DELLA BRIANZA,98,DAY SURGERY,0,1
2016,REGIONE LOMBARDIA,43,UROLOGIA,4.771743,1.228068
2015,328 - ATS DI PAVIA,37,OSTETRICIA E GINECOLOGIA,4.018831,1.00114
2013,328 - ATS DI PAVIA,37,OSTETRICIA E GINECOLOGIA,3.882129,1.001628
2013,322 - ATS DELL'INSUBRIA,29,NEFROLOGIA,12.074845,3.803922
2016,326 - ATS DI BRESCIA,18,EMATOLOGIA,15.898438,3.074074
2016,REGIONE LOMBARDIA,08,CARDIOLOGIA,6.077661,1.107414
2017,322 - ATS DELL'INSUBRIA,64,ONCOLOGIA,12.872836,2.44898
2013,REGIONE LOMBARDIA,35,ODONTOIATRIA E STOMATOLOGIA,2.266667,1.507937
2013,REGIONE LOMBARDIA,31,NIDO,4.497773,0
2015,REGIONE LOMBARDIA,40,PSICHIATRIA,13.021334,7.35459
2014,328 - ATS DI PAVIA,71,REUMATOLOGIA,13.208333,1.640306
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,64,ONCOLOGIA,7.810743,1.635324
2012,322 - ATS DELL'INSUBRIA,32,NEUROLOGIA,9.596028,3.287356
2015,324 - ATS DELLA BRIANZA,69,RADIOLOGIA,0,1
2016,REGIONE LOMBARDIA,64,ONCOLOGIA,8.815777,1.609091
2016,328 - ATS DI PAVIA,68,PNEUMOLOGIA,13.621993,1.110236
2013,REGIONE LOMBARDIA,48,NEFROLOGIA (ABILITAZIONE TRAPIANTO RENE),11.378536,6.976744
2013,327 - ATS DELLA VAL PADANA,08,CARDIOLOGIA,6.303585,1.013274
2014,324 - ATS DELLA BRIANZA,29,NEFROLOGIA,10.699029,3.906542
2014,322 - ATS DELL'INSUBRIA,30,NEUROCHIRURGIA,9.15407,0
2015,324 - ATS DELLA BRIANZA,38,OTORINOLARINGOIATRIA,3.88435,1.451159
2012,REGIONE LOMBARDIA,24,MALATTIE INFETTIVE E TROPICALI,14.8456,5.55615
2012,324 - ATS DELLA BRIANZA,30,NEUROCHIRURGIA,8.107665,1.712644
2016,325 - ATS DI BERGAMO,18,EMATOLOGIA,20.019397,8.666667
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,98,DAY SURGERY,1,1.102237
2013,326 - ATS DI BRESCIA,43,UROLOGIA,3.765995,1.023646
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,62,NEONATOLOGIA,8.874441,1
2015,322 - ATS DELL'INSUBRIA,40,PSICHIATRIA,12.264402,8.220339
2016,324 - ATS DELLA BRIANZA,24,MALATTIE INFETTIVE E TROPICALI,15.473389,0
2016,REGIONE LOMBARDIA,35,ODONTOIATRIA E STOMATOLOGIA,1,1.269659
2012,324 - ATS DELLA BRIANZA,26,MEDICINA GENERALE,11.109478,3.099256
2014,REGIONE LOMBARDIA,36,ORTOPEDIA E TRAUMATOLOGIA,5.385521,1.080887
2012,327 - ATS DELLA VAL PADANA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,22.416206,14.968504
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,98,DAY SURGERY,0,1.093163
2016,326 - ATS DI BRESCIA,08,CARDIOLOGIA,5.745404,1.015419
2012,325 - ATS DI BERGAMO,32,NEUROLOGIA,8.603066,3.461538
2014,REGIONE LOMBARDIA,39,PEDIATRIA,4.640427,1.412774
2014,325 - ATS DI BERGAMO,39,PEDIATRIA,5.451401,2.413098
2014,328 - ATS DI PAVIA,34,OCULISTICA,4.914079,1.074194
2014,322 - ATS DELL'INSUBRIA,10,CHIRURGIA MAXILLO-FACCIALE,6.424176,0
2016,324 - ATS DELLA BRIANZA,38,OTORINOLARINGOIATRIA,3.866399,1.395041
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,31,NIDO,4.083731,0
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,14,CHIRURGIA VASCOLARE,6.224021,8.247423
2014,324 - ATS DELLA BRIANZA,08,CARDIOLOGIA,6.032165,1.227684
2016,326 - ATS DI BRESCIA,56,RECUPERO E RIABILITAZIONE FUNZIONALE,22.395734,0
2012,322 - ATS DELL'INSUBRIA,10,CHIRURGIA MAXILLO-FACCIALE,7.059794,0
2012,324 - ATS DELLA BRIANZA,08,CARDIOLOGIA,6.095682,1.434783
2016,325 - ATS DI BERGAMO,14,CHIRURGIA VASCOLARE,4.575601,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,21,GERIATRIA,16.094091,1.575
2017,327 - ATS DELLA VAL PADANA,49,TERAPIA INTENSIVA,9.541176,1.128571
2016,324 - ATS DELLA BRIANZA,12,CHIRURGIA PLASTICA,2.390154,1
2013,325 - ATS DI BERGAMO,64,ONCOLOGIA,8.01506,2.283898
2016,326 - ATS DI BRESCIA,68,PNEUMOLOGIA,8.614305,1.0625
2015,324 - ATS DELLA BRIANZA,75,NEURO-RIABILITAZIONE,18.565198,2.083645
2017,324 - ATS DELLA BRIANZA,14,CHIRURGIA VASCOLARE,9.241379,1
