ANNO,CODICE_ATS_EROGAZIONE,DESCRIZIONE_ATS_EROGAZIONE,COORDINATA_GEOGRAFICA_X,COORDINATA_GEOGRAFICA_Y,ATC LIVELLO 1,DESCRIZIONE ATC LIVELLO 1,GENERE,FASCIA_ETA',CONF,Nuova colonna georeferenziata
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,R,SISTEMA RESPIRATORIO,F,40-64,118971,"(45.69919245, 9.298423314)"
2015,30,REGIONE LOMBARDIA,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,40-64,36921,
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,18-39,76210,"(45.65171815, 10.25368782)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,R,SISTEMA RESPIRATORIO,M,0-17,21397,"(45.20086141, 9.14034225)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,80 e +,249136,"(45.68701679, 9.63853045)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,B,SANGUE E ORGANI EMOPOIETICI,M,40-64,58121,"(46.33431031, 10.32968894)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,M,40-64,86642,"(45.20086141, 9.14034225)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",-,80 e +,2017,"(45.20086141, 9.14034225)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,N,SISTEMA NERVOSO,-,80 e +,4878,"(45.1439181, 10.02604335)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,65-79,787370,"(45.68701679, 9.63853045)"
2012,30,REGIONE LOMBARDIA,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,0-17,14937,
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,S,ORGANI DI SENSO,M,40-64,18490,"(45.1439181, 10.02604335)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,18-39,1724,"(45.68701679, 9.63853045)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,F,0-17,45330,"(45.20086141, 9.14034225)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,40-64,525300,"(45.1439181, 10.02604335)"
2014,30,REGIONE LOMBARDIA,,,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,137854,
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,D,DERMATOLOGICI,M,65-79,2349,"(46.33431031, 10.32968894)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,-,80 e +,22278,"(45.65171815, 10.25368782)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,80 e +,83153,"(45.20086141, 9.14034225)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,40-64,37572,"(45.1439181, 10.02604335)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,0-17,253,"(45.1439181, 10.02604335)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,40-64,10611,"(45.65171815, 10.25368782)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,R,SISTEMA RESPIRATORIO,F,0-17,41801,"(45.1439181, 10.02604335)"
2014,30,REGIONE LOMBARDIA,,,S,ORGANI DI SENSO,F,80 e +,391843,
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,F,0-17,366,"(45.1439181, 10.02604335)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,J,ANTINFETTIVI PER USO SISTEMICO,F,40-64,251483,"(45.65171815, 10.25368782)"
2012,30,REGIONE LOMBARDIA,,,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,0-17,8521,
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,B,SANGUE E ORGANI EMOPOIETICI,M,18-39,19796,"(45.65171815, 10.25368782)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,S,ORGANI DI SENSO,M,18-39,2747,"(45.69919245, 9.298423314)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,40-64,4909,"(45.80802245, 8.837196022)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,D,DERMATOLOGICI,-,80 e +,375,"(45.65171815, 10.25368782)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,B,SANGUE E ORGANI EMOPOIETICI,M,18-39,42487,"(45.44410928, 9.198811423)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,R,SISTEMA RESPIRATORIO,M,65-79,92633,"(45.65171815, 10.25368782)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,M,0-17,19945,"(45.80802245, 8.837196022)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,C,SISTEMA CARDIOVASCOLARE,-,80 e +,13568,"(45.20086141, 9.14034225)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,S,ORGANI DI SENSO,-,80 e +,429,"(45.1439181, 10.02604335)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,80 e +,9668,"(45.1439181, 10.02604335)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,S,ORGANI DI SENSO,M,80 e +,35960,"(45.80802245, 8.837196022)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,262610,"(45.80802245, 8.837196022)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,336592,"(45.69919245, 9.298423314)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,M,80 e +,5126,"(45.65171815, 10.25368782)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,B,SANGUE E ORGANI EMOPOIETICI,F,0-17,3962,"(45.69919245, 9.298423314)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,71826,"(45.65171815, 10.25368782)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,S,ORGANI DI SENSO,F,18-39,1193,"(45.1439181, 10.02604335)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,N,SISTEMA NERVOSO,F,0-17,3006,"(46.33431031, 10.32968894)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,C,SISTEMA CARDIOVASCOLARE,M,80 e +,165814,"(46.33431031, 10.32968894)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,M,65-79,258823,"(45.80802245, 8.837196022)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,D,DERMATOLOGICI,M,65-79,5653,"(45.20086141, 9.14034225)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,8786,"(45.68701679, 9.63853045)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,80 e +,5158,"(45.1439181, 10.02604335)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",-,80 e +,1719,"(45.68701679, 9.63853045)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,18-39,14864,"(45.44410928, 9.198811423)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,V,VARI,M,18-39,465,"(45.68701679, 9.63853045)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,9866,"(45.20086141, 9.14034225)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,M,80 e +,153142,"(45.80802245, 8.837196022)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,71726,"(45.20086141, 9.14034225)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,B,SANGUE E ORGANI EMOPOIETICI,F,65-79,280376,"(45.65171815, 10.25368782)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,590,"(45.1439181, 10.02604335)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,M,0-17,1224,"(45.69919245, 9.298423314)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,B,SANGUE E ORGANI EMOPOIETICI,M,80 e +,187844,"(45.69919245, 9.298423314)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,F,0-17,64339,"(45.80802245, 8.837196022)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,D,DERMATOLOGICI,F,80 e +,2352,"(45.80802245, 8.837196022)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,M,18-39,94325,"(45.80802245, 8.837196022)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,C,SISTEMA CARDIOVASCOLARE,?,80 e +,5,"(45.44410928, 9.198811423)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,V,VARI,F,80 e +,1387,"(46.33431031, 10.32968894)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,80 e +,14240,"(45.80802245, 8.837196022)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,7713,"(45.1439181, 10.02604335)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,80 e +,19629,"(45.80802245, 8.837196022)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,F,0-17,119062,"(45.68701679, 9.63853045)"
2014,30,REGIONE LOMBARDIA,,,V,VARI,F,40-64,28109,
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,M,40-64,27402,"(45.68701679, 9.63853045)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,N,SISTEMA NERVOSO,F,40-64,373422,"(45.68701679, 9.63853045)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,B,SANGUE E ORGANI EMOPOIETICI,F,18-39,140005,"(45.44410928, 9.198811423)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,65-79,13120,"(45.65171815, 10.25368782)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,40-64,68973,"(45.68701679, 9.63853045)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,C,SISTEMA CARDIOVASCOLARE,?,80 e +,5,"(45.68701679, 9.63853045)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,A,APPARATO GASTROINTESTINALE E METABOLISMO,-,80 e +,19712,"(45.69919245, 9.298423314)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,S,ORGANI DI SENSO,F,80 e +,47717,"(45.69919245, 9.298423314)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,249,"(45.65171815, 10.25368782)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,N,SISTEMA NERVOSO,M,65-79,144737,"(45.1439181, 10.02604335)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,80 e +,279428,"(45.65171815, 10.25368782)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,C,SISTEMA CARDIOVASCOLARE,F,65-79,1772200,"(45.69919245, 9.298423314)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,M,SISTEMA MUSCOLO-SCHELETRICO,F,80 e +,93268,"(45.69919245, 9.298423314)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,M,SISTEMA MUSCOLO-SCHELETRICO,M,65-79,227562,"(45.44410928, 9.198811423)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,0-17,1315,"(45.69919245, 9.298423314)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,-,80 e +,1117,"(45.20086141, 9.14034225)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,101705,"(45.65171815, 10.25368782)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",F,65-79,5337,"(45.65171815, 10.25368782)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,18-39,1797,"(45.68701679, 9.63853045)"
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,65-79,809023,"(45.65171815, 10.25368782)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,80 e +,549747,"(45.1439181, 10.02604335)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,D,DERMATOLOGICI,M,65-79,7478,"(45.65171815, 10.25368782)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,0-17,734,"(45.80802245, 8.837196022)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,S,ORGANI DI SENSO,F,0-17,563,"(45.65171815, 10.25368782)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,J,ANTINFETTIVI PER USO SISTEMICO,M,40-64,171031,"(45.69919245, 9.298423314)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,29733,"(45.80802245, 8.837196022)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,D,DERMATOLOGICI,F,18-39,1151,"(46.33431031, 10.32968894)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,D,DERMATOLOGICI,F,40-64,10444,"(45.80802245, 8.837196022)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,113827,"(45.68701679, 9.63853045)"
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,F,80 e +,301480,"(45.80802245, 8.837196022)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,18974,"(45.68701679, 9.63853045)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,J,ANTINFETTIVI PER USO SISTEMICO,F,80 e +,30516,"(46.33431031, 10.32968894)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,M,40-64,63313,"(45.68701679, 9.63853045)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,R,SISTEMA RESPIRATORIO,M,40-64,112576,"(45.80802245, 8.837196022)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,V,VARI,M,0-17,164,"(45.80802245, 8.837196022)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,18-39,9817,"(46.33431031, 10.32968894)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,20950,"(46.33431031, 10.32968894)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,S,ORGANI DI SENSO,M,40-64,84838,"(45.44410928, 9.198811423)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,M,SISTEMA MUSCOLO-SCHELETRICO,F,80 e +,28111,"(46.33431031, 10.32968894)"
2014,30,REGIONE LOMBARDIA,,,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,40-64,5476657,
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,40-64,165082,"(46.33431031, 10.32968894)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,M,SISTEMA MUSCOLO-SCHELETRICO,M,80 e +,35841,"(45.69919245, 9.298423314)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,V,VARI,F,80 e +,5569,"(45.68701679, 9.63853045)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,J,ANTINFETTIVI PER USO SISTEMICO,F,65-79,158715,"(45.65171815, 10.25368782)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,J,ANTINFETTIVI PER USO SISTEMICO,M,65-79,131396,"(45.69919245, 9.298423314)"
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,18-39,536,"(46.33431031, 10.32968894)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,C,SISTEMA CARDIOVASCOLARE,F,65-79,1456134,"(45.68701679, 9.63853045)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,R,SISTEMA RESPIRATORIO,M,18-39,50826,"(45.65171815, 10.25368782)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,80 e +,641865,"(45.68701679, 9.63853045)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,0-17,20132,"(45.68701679, 9.63853045)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,M,SISTEMA MUSCOLO-SCHELETRICO,F,40-64,77121,"(45.68701679, 9.63853045)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,A,APPARATO GASTROINTESTINALE E METABOLISMO,?,80 e +,1,"(45.69919245, 9.298423314)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,B,SANGUE E ORGANI EMOPOIETICI,M,40-64,197682,"(45.65171815, 10.25368782)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,B,SANGUE E ORGANI EMOPOIETICI,M,80 e +,149894,"(45.68701679, 9.63853045)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,S,ORGANI DI SENSO,F,0-17,80,"(45.20086141, 9.14034225)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,78792,"(45.65171815, 10.25368782)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,A,APPARATO GASTROINTESTINALE E METABOLISMO,F,18-39,61402,"(45.1439181, 10.02604335)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,80 e +,9644,"(45.68701679, 9.63853045)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,M,SISTEMA MUSCOLO-SCHELETRICO,M,0-17,573,"(45.65171815, 10.25368782)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,17420,"(45.65171815, 10.25368782)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,N,SISTEMA NERVOSO,M,80 e +,119315,"(45.80802245, 8.837196022)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",F,65-79,119178,"(45.69919245, 9.298423314)"
2012,30,REGIONE LOMBARDIA,,,D,DERMATOLOGICI,M,40-64,133626,
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,F,80 e +,11601,"(45.65171815, 10.25368782)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,291730,"(45.69919245, 9.298423314)"
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,F,40-64,4466,"(45.65171815, 10.25368782)"
2014,30,REGIONE LOMBARDIA,,,H,"PREPARATI ORMONALI SISTEMICI, ESCLUSI ORMONI SESSUALI E INSU",M,80 e +,171982,
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,V,VARI,M,40-64,20585,"(45.44410928, 9.198811423)"
2016,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,40-64,27544,"(45.20086141, 9.14034225)"
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,B,SANGUE E ORGANI EMOPOIETICI,?,80 e +,1,"(45.80802245, 8.837196022)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,N,SISTEMA NERVOSO,F,65-79,1074070,"(45.44410928, 9.198811423)"
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,1257,"(45.44410928, 9.198811423)"
2012,30,REGIONE LOMBARDIA,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,65-79,25194,
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,C,SISTEMA CARDIOVASCOLARE,F,40-64,852763,"(45.69919245, 9.298423314)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,40-64,4449,"(45.69919245, 9.298423314)"
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,80 e +,1995,"(45.68701679, 9.63853045)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,B,SANGUE E ORGANI EMOPOIETICI,M,65-79,172963,"(45.20086141, 9.14034225)"
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,F,40-64,35729,"(45.68701679, 9.63853045)"
2012,30,REGIONE LOMBARDIA,,,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,2629,
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,A,APPARATO GASTROINTESTINALE E METABOLISMO,M,65-79,214838,"(46.33431031, 10.32968894)"
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,V,VARI,M,65-79,9347,"(45.69919245, 9.298423314)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,18-39,1216,"(45.1439181, 10.02604335)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,C,SISTEMA CARDIOVASCOLARE,M,80 e +,566196,"(45.65171815, 10.25368782)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,C,SISTEMA CARDIOVASCOLARE,F,0-17,1498,"(45.65171815, 10.25368782)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,J,ANTINFETTIVI PER USO SISTEMICO,F,40-64,143021,"(45.1439181, 10.02604335)"
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,S,ORGANI DI SENSO,F,80 e +,32601,"(45.68701679, 9.63853045)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,M,SISTEMA MUSCOLO-SCHELETRICO,M,18-39,9081,"(45.1439181, 10.02604335)"
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,C,SISTEMA CARDIOVASCOLARE,M,40-64,871664,"(45.1439181, 10.02604335)"
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,D,DERMATOLOGICI,-,80 e +,415,"(45.69919245, 9.298423314)"
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,V,VARI,M,18-39,635,"(45.65171815, 10.25368782)"
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,40-64,5622,"(45.68701679, 9.63853045)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",M,65-79,4090,"(45.80802245, 8.837196022)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,F,80 e +,6949,"(45.20086141, 9.14034225)"
2013,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,N,SISTEMA NERVOSO,F,80 e +,167879,"(45.1439181, 10.02604335)"
2012,328,ATS DI PAVIA,9.14034225,45.20086141,L,FARMACI ANTINEOPLASTICI ED IMMUNOMODULATORI,M,40-64,9923,"(45.20086141, 9.14034225)"
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,65-79,299358,"(45.65171815, 10.25368782)"
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,R,SISTEMA RESPIRATORIO,F,40-64,26114,"(46.33431031, 10.32968894)"
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,R,SISTEMA RESPIRATORIO,F,80 e +,188681,"(45.44410928, 9.198811423)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,J,ANTINFETTIVI PER USO SISTEMICO,-,80 e +,16805,"(45.80802245, 8.837196022)"
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,G,SISTEMA GENITO-URINARIO ED ORMONI SESSUALI,M,0-17,239,"(45.68701679, 9.63853045)"
2014,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,P,"FARMACI ANTIPARASSITARI, INSETTICIDI E REPELLENTI",-,80 e +,250,"(45.80802245, 8.837196022)"
2015,30,REGIONE LOMBARDIA,,,R,SISTEMA RESPIRATORIO,F,40-64,976443,
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,C,SISTEMA CARDIOVASCOLARE,F,80 e +,1023929,"(45.68701679, 9.63853045)"
