ANNO,ATS STRUTTURA,CODICE STRUTTURA DI RICOVERO,DESCRIZIONE STRUTTURA DI RICOVERO,CODICE MDC,DESCRIZIONE MDC,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.379722,1.181488
2017,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,9.597633,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,5.064838,12.548387
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030056-00,PRESIDIO OSPED. V. BUZZI - MILANO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.101031,2.194764
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,  ,PREMDC (DRG SENZA SPECIFICA MDC),20.056338,1.75
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030074-00,OSPEDALE CIVILE G. FORNAROLI - MAGENTA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.712636,1.461538
2017,328 - ATS DI PAVIA,030202-00,IST.DI CURA CITTA'DI PAVIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,18.2397,1
2012,322 - ATS DELL'INSUBRIA,030030-00,OSP.GENERALE DI ZONA VALDUCE - COMO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,8.226708,1.003846
2013,327 - ATS DELLA VAL PADANA,030355-00,OSPEDALE DI SUZZARA S.P.A.,01,MALATTIE E DISTURBI SISTEMA NERVOSO,8.559322,1
2015,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,9.870222,1.722581
2017,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",8.142857,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.204176,3.637405
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,4.178462,1.081081
2013,322 - ATS DELL'INSUBRIA,030008-00,OSP. GENERALE PROVINCIALE - SARONNO,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",4.488095,1
2015,326 - ATS DI BRESCIA,030176-00,ISTITUTO CLINICO  S. ANNA - BRESCIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,8.130252,1
2016,326 - ATS DI BRESCIA,030175-00,CASA DI CURA S. CAMILLO - BRESCIA,02,MALATTIE E DISTURBI OCCHIO,1.404255,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,11.090634,1.233553
2016,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI - BRESCIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,5.927481,4.285714
2012,326 - ATS DI BRESCIA,030176-00,CASA DI CURA S. ANNA - BRESCIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.037037,1
2016,322 - ATS DELL'INSUBRIA,030015-00,CASA DI CURA SANTA MARIA - CASTELLANZA,14,"GRAVIDANZA, PARTO E PUERPERIO",0,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030941-00,ISTITUTO EUROPEO DI ONCOLOGIA-MILANO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,1.895062,1.005115
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-00,OSPEDALE DI  VIZZOLO PREDABISSI,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.866223,1
2017,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,18,MALATTIE INFETTIVE E PARASSITARIE,15.908123,1
2016,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,10.629396,2.661765
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030072-00,OSPEDALE DI CIRCOLO PREDABISSI-MELEGNANO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,5.003155,1
2015,326 - ATS DI BRESCIA,030178-00,IST.CLIN. CITTA' DI BRESCIA - BRESCIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,20.095442,1
2017,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.237668,1.210526
2013,328 - ATS DI PAVIA,030193-00,OSPEDALE CIVILE - VIGEVANO,02,MALATTIE E DISTURBI OCCHIO,3.130435,1.303571
2016,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,12.294274,1
2015,322 - ATS DELL'INSUBRIA,030029-00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,15,MALATTIE E DISTURBI PERIODO PERINATALE,5.195652,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030097-00,ISTITUTO CLINICO CITTA' STUDI - MILANO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,9.01302,1
2017,322 - ATS DELL'INSUBRIA,030012-00,OSPEDALE CARLO ONDOLI - ANGERA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,2.608392,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030077-00,OSPEDALE CROTTA OLTROCCHI-VAPRIO D'ADDA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,13.294118,1
2014,322 - ATS DELL'INSUBRIA,030282-02,OSPEDALE LUINI CONFALONIERI - LUINO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,11.908163,1.5
2015,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.343353,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030058-00,OSPEDALE BASSINI - CINISELLO BALSAMO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,3.68254,5.710145
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,6.429003,1.003704
2017,324 - ATS DELLA BRIANZA,030909-00,OSPEDALE S.GERARDO - MONZA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.303371,2.103896
2017,328 - ATS DI PAVIA,030938-00,IRCCS CENTRO MEDICO DI PAVIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,44.525,1.432292
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.426024,2
2012,324 - ATS DELLA BRIANZA,030106-00,POLICLINICO DI MONZA - CASA DI CURA PRIV,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,8.571429,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030923-00,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA-MILANO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,4.357711,1
2016,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.981651,1.333333
2012,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,9.114094,3.036585
2016,326 - ATS DI BRESCIA,030156-00,OSPEDALE DI DESENZANO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,5.137931,1
2017,322 - ATS DELL'INSUBRIA,030038-00,CASA DI CURA LE BETULLE-APPIANO GENTILE,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,12.473333,0
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030112-00,IST.CLINICO S.AMBROGIO SPA-MILANO,02,MALATTIE E DISTURBI OCCHIO,1.147541,1
2017,328 - ATS DI PAVIA,030192-00,OSPEDALE SS.ANNUNZIATA - VARZI,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,13.057971,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030085-00,OSPEDALE UBOLDO - CERNUSCO S/NAVIGLIO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.045122,1.315789
2017,327 - ATS DELLA VAL PADANA,030239-00,OSP.CIVILE DESTRA SECCHIA-PIEVE CORIANO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,6.272727,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-02,OSPEDALE DI CUGGIONO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,5.185714,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,02,MALATTIE E DISTURBI OCCHIO,3.541667,1.06867
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030912-00,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO - MILANO,NA,MDC NON APPLICABILE,0,1
2016,325 - ATS DI BERGAMO,030147-00,POLICLINICO SAN MARCO - OSIO SOTTO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.78209,1
2014,328 - ATS DI PAVIA,030383-00,NUOVO OSPEDALE DI BRONI E STRADELLA ,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,10,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,19,MALATTIE E DISTURBI MENTALI,11.609113,3.878672
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-01,IST.AUXOLOGICO ITALIANO-I.S. S.LUCA-MILANO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,20.192192,0
2012,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,7.276923,1.084337
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030911-00,ISTITUTO ORTOPEDICO GAETANO PINI - MILANO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.504386,3.527687
2012,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.074427,0
2015,322 - ATS DELL'INSUBRIA,030006-00,OSP. S. ANTONIO ABATE - GALLARATE,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.606915,1.131579
2012,322 - ATS DELL'INSUBRIA,030004-00,OSPEDALE DI CIRCOLO - BUSTO ARSIZIO,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",8.806122,1.111111
2015,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.636364,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.120536,2.75
2012,327 - ATS DELLA VAL PADANA,030273-00,PRESIDIO OSPEDALIERO OGLIO PO,14,"GRAVIDANZA, PARTO E PUERPERIO",3.494983,1
2013,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,11.093525,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,02,MALATTIE E DISTURBI OCCHIO,0,1
2015,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,01,MALATTIE E DISTURBI SISTEMA NERVOSO,7.135714,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",2.155172,1.342222
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030916-00,OSPEDALE L. SACCO - MILANO,25,INFEZIONI DA HIV,17.467692,5.8
2012,328 - ATS DI PAVIA,030198-00,CASA DI CURA BEATO MATTEO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,5.696255,1.076923
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030910-00,OSPEDALE FATEBENEFRATELLI E OFTALMICO - MILANO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,11.82017,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030935-00,IRCCS    S. RAFFAELE - MILANO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,5.62409,4.698182
2016,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.381948,1.15625
2013,326 - ATS DI BRESCIA,030906-00,PRES.OSPEDAL.SPEDALI CIVILI BRESCIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,9.703448,3.571429
2016,327 - ATS DELLA VAL PADANA,030209-00,OSPEDALE MAGGIORE - CREMA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,3.869565,3.026316
2013,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.003968,1.259259
2016,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.039539,1.419355
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030913-00,OSPEDALE CA' GRANDA-NIGUARDA - MILANO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.644161,4.76306
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030943-00,IST. CLIN. HUMANITAS - ROZZANO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,6.34911,1.04811
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030113-00,CASA DI CURA LA MADONNINA - MILANO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,2.869565,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030077-00,OSPEDALE CROTTA OLTROCCHI-VAPRIO D'ADDA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2,1
2012,324 - ATS DELLA BRIANZA,030070-00,PRESIDIO OSPEDALIERO DI CARATE ,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.139394,1.009804
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,5.184211,1
2014,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.062104,1.494382
2017,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,12.776087,1.051282
2016,328 - ATS DI PAVIA,030924-00,POLICLINICO S. MATTEO - PAVIA,19,MALATTIE E DISTURBI MENTALI,5.510204,1
2012,327 - ATS DELLA VAL PADANA,030259-00,CASA DI CURA S. CLEMENTE - MANTOVA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.663551,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030923-00,FOND.IRCCS IST.NAZ.NEUROLOGICO C.BESTA,02,MALATTIE E DISTURBI OCCHIO,7.25,1
2013,323 - ATS DELLA MONTAGNA,030031-00,OSP. MORIGGIA PELASCINI - GRAVEDONA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.719807,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030936-03,IRCCS OSPEDALE CAPITANIO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",1,1
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030079-00,OSPEDALE CIVICO - CODOGNO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,7.825175,1
2017,325 - ATS DI BERGAMO,030131-00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,12.056911,0
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030056-00,PRESIDIO OSPED. V. BUZZI - MILANO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.129412,1.151899
2014,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.975,1
2014,326 - ATS DI BRESCIA,030184-00,OSPEDALE DI MANERBIO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,6.32512,1
2017,322 - ATS DELL'INSUBRIA,030010-00,OSPEDALE GALMARINI - TRADATE,02,MALATTIE E DISTURBI OCCHIO,3.785714,1
2013,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030083-00,OSPEDALE DELMATI - SANT'ANGELO LODIGIANO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",9.071429,1
2015,322 - ATS DELL'INSUBRIA,030032-00,IST.CLINICO VILLA APRICA SPA-COMO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,2.311966,1
2017,324 - ATS DELLA BRIANZA,030903-00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,14,"GRAVIDANZA, PARTO E PUERPERIO",4.559901,1.014409
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030051-00,P.O.  CITTA' DI SESTO S. GIOVANNI,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,9.123636,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030912-00,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO - MILANO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.52381,1
2017,328 - ATS DI PAVIA,030203-00,OSPEDALE ASILO VITTORIA - MORTARA,14,"GRAVIDANZA, PARTO E PUERPERIO",0,1
2012,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,14,"GRAVIDANZA, PARTO E PUERPERIO",4.26305,1.003534
2016,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,14,"GRAVIDANZA, PARTO E PUERPERIO",3.975234,1.023753
2015,322 - ATS DELL'INSUBRIA,030902-00,OSPEDALE S. ANNA - COMO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.293157,1.008333
2013,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,7.779762,1.916667
2012,324 - ATS DELLA BRIANZA,030107-00,ISTITUTI CLINICI ZUCCHI SPA-MONZA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,2.921466,1
2012,324 - ATS DELLA BRIANZA,030078-00,PRESIDIO OSPEDALIERO DI VIMERCATE,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.367521,1.944444
2014,325 - ATS DI BERGAMO,030144-00,CASA DI CURA BEATO PALAZZOLO - BERGAMO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.333333,1
2016,322 - ATS DELL'INSUBRIA,030388-00,IST. RIV. E CURA-GRUPPO ISENI SANITA',09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",1,0
2012,322 - ATS DELL'INSUBRIA,030282-01,OSPED.CIRCOLO CAUSA PIA LUVINI-CITTIGLIO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.507576,1.005181
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-02,OSPEDALE DI CUGGIONO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,7.383333,1
2017,326 - ATS DI BRESCIA,030167-00,OSPEDALE DEI BAMBINI - BRESCIA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.604859,1.008772
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030912-00,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO - MILANO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,9.263264,1.047619
2016,325 - ATS DI BERGAMO,030140-00,OSPEDALE BOLOGNINI - SERIATE,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,6.837626,1.011494
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030922-00,"FOND.IRCCS ""ISTIT.NAZ.LE TUMORI""MILANO",08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,5.961145,1.315315
2014,324 - ATS DELLA BRIANZA,030034-00,CASA DI CURA G.B. MANGIONI - LECCO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,2.880259,1.128405
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030914-00,OSPEDALE S. PAOLO - MILANO,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,9.121579,1.214286
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030915-00,OSPEDALE S. CARLO BORROMEO - MILANO,NA,MDC NON APPLICABILE,12.222222,1
2016,327 - ATS DELLA VAL PADANA,030908-00,ISTITUTI OSPITALIERI - CREMONA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.48,4
2012,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A.,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,5.454545,1
2015,328 - ATS DI PAVIA,030194-00,OSPEDALE CIVILE - VOGHERA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.063197,1
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,6.764706,2.25
2013,324 - ATS DELLA BRIANZA,030068-00,PRESIDIO OSPEDALIERO DI DESIO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",2.786624,1
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030119-00,IST.CLINICO S.SIRO SPA-MILANO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,9.425,1
2015,325 - ATS DI BERGAMO,030133-00,OSPEDALE PESENTI FENAROLI - ALZANO L.,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,5.292758,1.010204
2014,324 - ATS DELLA BRIANZA,030107-00,ISTITUTI CLINICI ZUCCHI SPA-MONZA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",3.545455,1
2014,322 - ATS DELL'INSUBRIA,030282-02,OSPEDALE LUINI CONFALONIERI - LUINO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.251852,1
2013,327 - ATS DELLA VAL PADANA,030259-00,CASA DI CURA S. CLEMENTE - MANTOVA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,7.186425,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030367-00,OSPEDALE S. GIUSEPPE - MILANO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,12.482833,1
2013,325 - ATS DI BERGAMO,030905-00,OSPEDALE PAPA GIOVANNI XXIII - BG,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.778075,1.159198
2014,325 - ATS DI BERGAMO,030382-00,OSPEDALE M. O. ANTONIO LOCATELLI-PIARIO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,7.25,1
2014,326 - ATS DI BRESCIA,030295-00,FONDAZIONE POLIAMBULANZA - BRESCIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.375557,1.003802
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030100-00,CASA DI CURA IGEA - MILANO,02,MALATTIE E DISTURBI OCCHIO,5,1
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030948-00,IRCCS MULTIMEDICA - MILANO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.45,1
2016,326 - ATS DI BRESCIA,030275-00,ISTITUTO CLINICO S. ROCCO S.P.A. - OME,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.164179,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030281-01,OSPEDALE DI LEGNANO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.512462,1.002809
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,030121-00,CASA DI CURA S. PIO X - MILANO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,6.472671,1.009091
