ANNO,ATS STRUTTURA,CODICE MDC,DESCRIZIONE MDC,DEGENZA MEDIA TOTALE,ACCESSI MEDI TOTALE
2013,REGIONE LOMBARDIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,9.732756,4.809524
2013,REGIONE LOMBARDIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.861238,2.242931
2015,REGIONE LOMBARDIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.49471,1.497016
2017,REGIONE LOMBARDIA,24,TRAUMATISMI MULTIPLI,17.140017,0
2014,328 - ATS DI PAVIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.740426,1.809764
2014,324 - ATS DELLA BRIANZA,  ,PREMDC (DRG SENZA SPECIFICA MDC),15.117647,1
2014,324 - ATS DELLA BRIANZA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.392405,1.495928
2016,322 - ATS DELL'INSUBRIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.736465,1.002609
2013,325 - ATS DI BERGAMO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.46173,4.433333
2013,326 - ATS DI BRESCIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,7.8879,1.194485
2017,REGIONE LOMBARDIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,16.546367,3.488507
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,18,MALATTIE INFETTIVE E PARASSITARIE,13.21369,4.275862
2015,324 - ATS DELLA BRIANZA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.799682,1.096774
2012,328 - ATS DI PAVIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.516903,1.094276
2013,323 - ATS DELLA MONTAGNA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.395856,1.901869
2012,323 - ATS DELLA MONTAGNA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,10.031681,1.068182
2013,322 - ATS DELL'INSUBRIA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.137201,1.402299
2016,325 - ATS DI BERGAMO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.929099,1.048667
2017,REGIONE LOMBARDIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.907654,1.42578
2014,327 - ATS DELLA VAL PADANA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.327103,1.269231
2014,322 - ATS DELL'INSUBRIA,PR,PREMDC (DRG SENZA SPECIFICA MDC),38.709812,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,19,MALATTIE E DISTURBI MENTALI,13.001893,8.581597
2015,328 - ATS DI PAVIA,18,MALATTIE INFETTIVE E PARASSITARIE,12.644652,1.956522
2015,327 - ATS DELLA VAL PADANA,18,MALATTIE INFETTIVE E PARASSITARIE,10.203944,1.333333
2013,326 - ATS DI BRESCIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,7.69499,1.59375
2016,322 - ATS DELL'INSUBRIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.901156,1.241784
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,14,"GRAVIDANZA, PARTO E PUERPERIO",4.220992,1.005182
2015,323 - ATS DELLA MONTAGNA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,7.518234,1.068027
2015,328 - ATS DI PAVIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.117845,1.002221
2015,323 - ATS DELLA MONTAGNA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.843759,1.001284
2013,REGIONE LOMBARDIA,19,MALATTIE E DISTURBI MENTALI,13.985751,7.085411
2015,327 - ATS DELLA VAL PADANA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,8.792248,1.25107
2014,322 - ATS DELL'INSUBRIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,15.155519,1.524752
2014,328 - ATS DI PAVIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.185423,1.014337
2014,328 - ATS DI PAVIA,  ,PREMDC (DRG SENZA SPECIFICA MDC),13.40678,1
2014,327 - ATS DELLA VAL PADANA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.446078,1.5
2012,326 - ATS DI BRESCIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.666911,1.028571
2016,323 - ATS DELLA MONTAGNA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,13.834225,4.658824
2015,322 - ATS DELL'INSUBRIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.349332,1.259373
2017,327 - ATS DELLA VAL PADANA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.489716,1.126812
2017,325 - ATS DI BERGAMO,19,MALATTIE E DISTURBI MENTALI,16.206084,12.900498
2016,REGIONE LOMBARDIA,24,TRAUMATISMI MULTIPLI,16.799187,0
2013,322 - ATS DELL'INSUBRIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.621289,1.002558
2016,324 - ATS DELLA BRIANZA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.438834,1.370399
2016,REGIONE LOMBARDIA,18,MALATTIE INFETTIVE E PARASSITARIE,12.374945,2.453333
2016,325 - ATS DI BERGAMO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,7.87934,1.313559
2013,324 - ATS DELLA BRIANZA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,2.932012,1.007976
2016,322 - ATS DELL'INSUBRIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.153054,1.000285
2012,327 - ATS DELLA VAL PADANA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,7.858715,5.583333
2012,328 - ATS DI PAVIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,7.796556,2.431159
2012,324 - ATS DELLA BRIANZA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,9.179729,1.923077
2012,325 - ATS DI BERGAMO,14,"GRAVIDANZA, PARTO E PUERPERIO",3.684827,1.001179
2014,327 - ATS DELLA VAL PADANA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,9.611463,1.111852
2012,325 - ATS DI BERGAMO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,17.963685,9.389785
2014,327 - ATS DELLA VAL PADANA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.412827,1.138348
2017,322 - ATS DELL'INSUBRIA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.57309,1.047619
2012,323 - ATS DELLA MONTAGNA,18,MALATTIE INFETTIVE E PARASSITARIE,13.590286,3
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.937387,1.246851
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,25,INFEZIONI DA HIV,15.468869,4.026316
2015,325 - ATS DI BERGAMO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.319462,1.465394
2013,REGIONE LOMBARDIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.300447,2.766362
2017,REGIONE LOMBARDIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,7.138691,1.810084
2014,328 - ATS DI PAVIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.991042,3.868914
2016,324 - ATS DELLA BRIANZA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.624102,1.274714
2016,326 - ATS DI BRESCIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.614186,1.001905
2016,328 - ATS DI PAVIA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,9.127738,1.262994
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,7.799667,2.263793
2012,326 - ATS DI BRESCIA,02,MALATTIE E DISTURBI OCCHIO,2.733793,1.023121
2015,325 - ATS DI BERGAMO,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",5.286671,1.508475
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.901317,1.106365
2013,REGIONE LOMBARDIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,6.224945,1.897895
2013,327 - ATS DELLA VAL PADANA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,6.852256,1.048678
2012,325 - ATS DI BERGAMO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.815957,3.092633
2012,328 - ATS DI PAVIA,19,MALATTIE E DISTURBI MENTALI,13.012426,2.034247
2014,327 - ATS DELLA VAL PADANA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.96469,1.145086
2017,328 - ATS DI PAVIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.114474,3.530303
2015,322 - ATS DELL'INSUBRIA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.158081,1.204448
2012,REGIONE LOMBARDIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.091075,1.152783
2014,327 - ATS DELLA VAL PADANA,18,MALATTIE INFETTIVE E PARASSITARIE,10.202789,8
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.762935,2.524538
2014,328 - ATS DI PAVIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.993024,1.009398
2012,325 - ATS DI BERGAMO,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.674187,1.017537
2014,324 - ATS DELLA BRIANZA,02,MALATTIE E DISTURBI OCCHIO,2.508694,1.061185
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,9.169879,2.364679
2015,325 - ATS DI BERGAMO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.419823,1.684211
2013,323 - ATS DELLA MONTAGNA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,19.911725,1.052632
2012,REGIONE LOMBARDIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.420378,2.35055
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.057638,1.01038
2013,324 - ATS DELLA BRIANZA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,7.085918,1.693504
2017,REGIONE LOMBARDIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.409342,1.054456
2013,323 - ATS DELLA MONTAGNA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,7.922636,1.384615
2013,325 - ATS DI BERGAMO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.442944,2.156823
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,25,INFEZIONI DA HIV,16.558659,7.681818
2016,REGIONE LOMBARDIA,02,MALATTIE E DISTURBI OCCHIO,2.910296,1.019591
2016,324 - ATS DELLA BRIANZA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.472789,1.474886
2016,328 - ATS DI PAVIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.132888,1
2017,323 - ATS DELLA MONTAGNA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.095101,1.006522
2013,324 - ATS DELLA BRIANZA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.928647,1.01453
2015,328 - ATS DI PAVIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",5.897959,1.021277
2012,322 - ATS DELL'INSUBRIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.589979,1.009404
2015,325 - ATS DI BERGAMO,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",2.429758,1.088036
2012,323 - ATS DELLA MONTAGNA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",5.493949,1.001678
2013,327 - ATS DELLA VAL PADANA,02,MALATTIE E DISTURBI OCCHIO,2.614013,1.263359
2013,326 - ATS DI BRESCIA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,7.392299,1.088146
2013,REGIONE LOMBARDIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.674167,1.737165
2012,322 - ATS DELL'INSUBRIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,9.345098,6.916667
2016,328 - ATS DI PAVIA,18,MALATTIE INFETTIVE E PARASSITARIE,12.037587,2.266667
2012,323 - ATS DELLA MONTAGNA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,7.599354,1.019685
2012,328 - ATS DI PAVIA,02,MALATTIE E DISTURBI OCCHIO,4.803903,1.053191
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,24,TRAUMATISMI MULTIPLI,18.860399,0
2014,327 - ATS DELLA VAL PADANA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.124233,1.001889
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.6213,2.178622
2015,322 - ATS DELL'INSUBRIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.534965,1.443137
2015,326 - ATS DI BRESCIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.50468,1.054237
2014,322 - ATS DELL'INSUBRIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.577258,1.227011
2017,REGIONE LOMBARDIA,19,MALATTIE E DISTURBI MENTALI,14.168138,6.716997
2017,323 - ATS DELLA MONTAGNA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,5.009292,1.001325
2014,REGIONE LOMBARDIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,15.900801,3.641793
2015,324 - ATS DELLA BRIANZA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,8.985982,1.242692
2012,REGIONE LOMBARDIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.342339,1.638783
2016,326 - ATS DI BRESCIA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.521223,1.035776
2017,327 - ATS DELLA VAL PADANA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.907852,1.006797
2012,328 - ATS DI PAVIA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.414859,1.009259
2013,REGIONE LOMBARDIA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.76407,1.012297
2017,325 - ATS DI BERGAMO,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",8.323704,1.032258
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,15,MALATTIE E DISTURBI PERIODO PERINATALE,9.953492,1.228571
2015,323 - ATS DELLA MONTAGNA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,21.239677,1
2016,REGIONE LOMBARDIA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,8.62705,1.097662
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,8.338944,1.120759
2013,328 - ATS DI PAVIA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",4.607578,1.047619
2012,325 - ATS DI BERGAMO,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.565149,6.093333
2015,323 - ATS DELLA MONTAGNA,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,4.220994,1.001639
2012,325 - ATS DI BERGAMO,13,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE,3.011955,1.577861
2012,REGIONE LOMBARDIA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.819873,1.755423
2014,322 - ATS DELL'INSUBRIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.686888,1.910946
2012,328 - ATS DI PAVIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.607004,2.487531
2015,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,18,MALATTIE INFETTIVE E PARASSITARIE,13.247083,2.366667
2013,REGIONE LOMBARDIA,  ,PREMDC (DRG SENZA SPECIFICA MDC),12.855435,1.092784
2017,328 - ATS DI PAVIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.861318,1.003344
2012,326 - ATS DI BRESCIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,6.302149,1.310062
2017,323 - ATS DELLA MONTAGNA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,13.70639,1.688679
2017,328 - ATS DI PAVIA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.838456,1
2016,REGIONE LOMBARDIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.965933,1.013693
2017,REGIONE LOMBARDIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,8.097962,2.163787
2017,325 - ATS DI BERGAMO,01,MALATTIE E DISTURBI SISTEMA NERVOSO,18.470742,11.861111
2015,322 - ATS DELL'INSUBRIA,14,"GRAVIDANZA, PARTO E PUERPERIO",3.628205,1.00938
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,19,MALATTIE E DISTURBI MENTALI,13.344961,7.535942
2017,327 - ATS DELLA VAL PADANA,11,MALATTIE E DISTURBI RENE E VIE URINARIE,6.653093,1.019985
2015,328 - ATS DI PAVIA,NA,MDC NON APPLICABILE,22.4,1
2015,328 - ATS DI PAVIA,02,MALATTIE E DISTURBI OCCHIO,4.711538,1.07554
2014,327 - ATS DELLA VAL PADANA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.404637,1.019509
2016,REGIONE LOMBARDIA,16,MALATTIE E DISTURBI SANGUE ED ORGANI EMATOPOIETICI E SISTEMA IMMUNITARIO,8.523643,2.658487
2014,REGIONE LOMBARDIA,PR,PREMDC (DRG SENZA SPECIFICA MDC),34.24668,1
2012,327 - ATS DELLA VAL PADANA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.047988,1.118516
2015,326 - ATS DI BRESCIA,02,MALATTIE E DISTURBI OCCHIO,2.633897,1.015625
2012,326 - ATS DI BRESCIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,7.720037,4.767442
2016,325 - ATS DI BERGAMO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.679119,3.001026
2015,328 - ATS DI PAVIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,20.234938,1.816626
2012,327 - ATS DELLA VAL PADANA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.258944,1.025231
2017,326 - ATS DI BRESCIA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,10.027792,1.064103
2012,327 - ATS DELLA VAL PADANA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,9.77739,2.971338
2017,326 - ATS DI BRESCIA,07,MALATTIE E DISTURBI EPATOBILIARI E PANCREAS,7.744446,1
2013,325 - ATS DI BERGAMO,02,MALATTIE E DISTURBI OCCHIO,1.896682,1.001965
2016,328 - ATS DI PAVIA,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.814559,1.002049
2012,325 - ATS DI BERGAMO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.40194,1.513619
2015,328 - ATS DI PAVIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,5.657143,1.285714
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,8.037013,1.053933
2014,322 - ATS DELL'INSUBRIA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.192135,1.012972
2013,326 - ATS DI BRESCIA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,4.797433,1.066441
2013,322 - ATS DELL'INSUBRIA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",4.044721,1.175643
2012,322 - ATS DELL'INSUBRIA,04,MALATTIE E DISTURBI APPARATO RESPIRATORIO,11.243349,1.391304
2015,322 - ATS DELL'INSUBRIA,20,USO DI ALCOOL/FARMACI E DISTURBI MENTALI ORGANICI INDOTTI,10.773381,0
2012,324 - ATS DELLA BRIANZA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",6.076705,1.651163
2017,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.312946,2.017318
2012,REGIONE LOMBARDIA,15,MALATTIE E DISTURBI PERIODO PERINATALE,10.073368,1.202703
2015,324 - ATS DELLA BRIANZA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",3.349958,1.037771
2017,328 - ATS DI PAVIA,19,MALATTIE E DISTURBI MENTALI,11.225391,2.957143
2017,324 - ATS DELLA BRIANZA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.098944,1.016878
2015,327 - ATS DELLA VAL PADANA,NA,MDC NON APPLICABILE,12.954545,1
2016,323 - ATS DELLA MONTAGNA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.398104,1.003304
2017,325 - ATS DI BERGAMO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,7.542265,1.900259
2015,327 - ATS DELLA VAL PADANA,09,"MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA",4.619819,1.077922
2013,REGIONE LOMBARDIA,22,USTIONI,10.961977,3.577778
2012,REGIONE LOMBARDIA,19,MALATTIE E DISTURBI MENTALI,13.828878,7.763899
2015,327 - ATS DELLA VAL PADANA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.117898,1.122363
2014,324 - ATS DELLA BRIANZA,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.233598,1.284211
2015,325 - ATS DI BERGAMO,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.092462,1.34433
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,14,"GRAVIDANZA, PARTO E PUERPERIO",4.239797,1.004798
2017,328 - ATS DI PAVIA,01,MALATTIE E DISTURBI SISTEMA NERVOSO,20.15315,6.422018
2014,322 - ATS DELL'INSUBRIA,08,MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO,9.907813,1.065712
2017,326 - ATS DI BRESCIA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,7.887955,1.113173
2014,REGIONE LOMBARDIA,15,MALATTIE E DISTURBI PERIODO PERINATALE,10.473197,1.028571
2013,324 - ATS DELLA BRIANZA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.510068,1.230563
2015,328 - ATS DI PAVIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.199105,2.130342
2013,327 - ATS DELLA VAL PADANA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.118441,1.844354
2016,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,NA,MDC NON APPLICABILE,8.909836,1.5
2013,323 - ATS DELLA MONTAGNA,05,MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO,8.545552,1
2012,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,6.077465,2.168228
2017,REGIONE LOMBARDIA,03,"MALATTIE E DISTURBI ORECCHIO, NASO E GOLA",3.14236,1.118584
2012,325 - ATS DI BERGAMO,12,MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE,4.183635,1.103481
2013,322 - ATS DELL'INSUBRIA,10,"MALATTIE E DISTURBI ENDOCRINI, METABOLICI E NUTRIZIONALI",6.479231,1.687161
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,06,MALATTIE E DISTURBI APPARATO DIGERENTE,7.304494,1.06369
2017,324 - ATS DELLA BRIANZA,21,"TRAUMATISMI, AVVELENAMENTI ED EFFETTI TOSSICI DEI FARMACI",8.248086,1.358491
2012,327 - ATS DELLA VAL PADANA,23,FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI,8.648741,1.204757
2017,326 - ATS DI BRESCIA,19,MALATTIE E DISTURBI MENTALI,15.617236,5.383562
2014,321 - ATS DELLA CITTA' METROPOLITANA DI MILANO,02,MALATTIE E DISTURBI OCCHIO,2.422752,1.024201
2016,325 - ATS DI BERGAMO,NA,MDC NON APPLICABILE,11.877698,1
2016,326 - ATS DI BRESCIA,17,MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE,8.35194,1.378218
